"Date","Time","Open","High","Low","Close","Vol","OI"
03/21/1998,00:00,109.56,110.19,108.88,109.88,3001000,0
03/24/1998,00:00,109.72,110.31,109.41,109.63,4453100,0
03/25/1998,00:00,110.06,110.81,109.94,110.56,3333600,0
03/26/1998,00:00,111.41,111.53,109.19,110.16,4563700,0
03/27/1998,00:00,109.88,110.75,109.63,110.09,3333500,0
03/28/1998,00:00,110.75,110.78,109.00,109.69,2601400,0
03/31/1998,00:00,109.63,110.09,108.97,109.56,2898200,0
04/01/1998,00:00,110.16,111.19,109.75,109.94,5926500,0
04/02/1998,00:00,110.31,111.08,109.41,110.94,2913800,0
04/03/1998,00:00,110.94,112.25,110.75,112.03,3920900,0
04/04/1998,00:00,112.34,112.81,111.84,112.31,3744400,0
04/07/1998,00:00,113.25,113.38,111.69,111.81,4526700,0
04/08/1998,00:00,111.75,111.94,110.16,110.94,5509400,0
04/09/1998,00:00,111.22,111.28,109.75,110.38,4850200,0
04/10/1998,00:00,110.56,111.28,110.53,111.09,4439200,0
04/14/1998,00:00,111.38,111.38,110.00,110.88,4333400,0
04/15/1998,00:00,111.13,111.75,110.91,111.63,3250100,0
04/16/1998,00:00,111.97,112.13,111.16,112.00,3860000,0
04/17/1998,00:00,111.31,111.50,110.50,110.81,7175300,0
04/18/1998,00:00,110.72,112.44,110.44,112.38,5550400,0
04/21/1998,00:00,112.00,112.56,111.88,112.31,3663500,0
04/22/1998,00:00,112.44,113.16,111.91,112.88,4454700,0
04/23/1998,00:00,112.88,113.44,112.81,113.11,2354600,0
04/24/1998,00:00,112.63,113.00,111.75,111.97,4966600,0
04/25/1998,00:00,111.75,112.47,110.34,110.75,10989400,0
04/28/1998,00:00,109.38,110.66,107.63,108.81,14453000,0
04/29/1998,00:00,109.78,109.81,108.12,108.56,6512200,0
04/30/1998,00:00,109.03,109.97,108.44,109.38,7671100,0
05/01/1998,00:00,110.56,111.97,110.41,111.41,8610800,0
05/02/1998,00:00,111.75,112.47,111.31,112.47,3964300,0
05/05/1998,00:00,112.72,113.31,112.16,112.41,4512200,0
05/06/1998,00:00,112.13,112.13,110.81,111.13,2341200,0
05/07/1998,00:00,112.13,112.13,110.38,110.38,5442900,0
05/08/1998,00:00,110.50,110.56,109.41,109.44,6880300,0
05/09/1998,00:00,110.00,111.38,110.00,111.13,7950900,0
05/12/1998,00:00,111.56,112.22,110.38,110.75,6295100,0
05/13/1998,00:00,110.81,111.94,110.25,111.94,6033200,0
05/14/1998,00:00,112.06,112.56,111.59,112.13,4439600,0
05/15/1998,00:00,111.53,112.69,111.34,111.66,4186900,0
05/16/1998,00:00,112.00,112.22,110.81,111.03,6716100,0
05/19/1998,00:00,110.72,111.59,109.83,110.69,4809300,0
05/20/1998,00:00,111.00,111.69,110.78,111.25,5889200,0
05/21/1998,00:00,112.09,112.50,110.87,112.41,5720300,0
05/22/1998,00:00,112.38,112.78,111.31,111.69,6301500,0
05/23/1998,00:00,111.75,112.06,110.94,111.25,4862200,0
05/27/1998,00:00,112.09,112.09,109.19,109.47,6899300,0
05/28/1998,00:00,109.53,109.91,107.58,109.63,10181400,0
05/29/1998,00:00,109.88,110.38,108.73,110.13,4907600,0
05/30/1998,00:00,110.63,110.81,109.03,109.03,4772600,0
06/02/1998,00:00,108.97,110.22,108.56,109.53,6092200,0
06/03/1998,00:00,110.00,110.34,109.16,109.63,6701100,0
06/04/1998,00:00,109.88,110.19,107.88,107.88,6444200,0
06/05/1998,00:00,108.25,110.06,108.06,109.88,6566300,0
06/06/1998,00:00,110.38,112.00,109.88,112.00,8459300,0
06/09/1998,00:00,111.94,112.47,111.66,111.88,4159900,0
06/10/1998,00:00,111.72,112.42,111.41,112.13,2700800,0
06/11/1998,00:00,111.63,113.06,111.25,111.50,6186900,0
06/12/1998,00:00,111.44,111.88,109.28,109.52,7981500,0
06/13/1998,00:00,109.88,110.44,108.25,110.16,9722400,0
06/16/1998,00:00,108.81,109.91,107.50,107.72,10059300,0
06/17/1998,00:00,108.41,109.22,107.75,109.13,7452500,0
06/18/1998,00:00,110.16,111.78,109.94,111.38,12037400,0
06/19/1998,00:00,111.19,111.44,110.75,111.08,3819300,0
06/20/1998,00:00,111.06,111.23,109.63,110.08,3478900,0
06/23/1998,00:00,110.25,111.06,110.06,110.38,5411100,0
06/24/1998,00:00,111.09,112.19,111.00,111.94,4956100,0
06/25/1998,00:00,112.16,113.69,111.61,113.56,8246400,0
06/26/1998,00:00,113.91,114.47,112.81,113.03,5800900,0
06/27/1998,00:00,113.31,113.84,113.13,113.38,4787600,0
06/30/1998,00:00,114.25,114.69,113.80,113.84,5920500,0
07/01/1998,00:00,113.91,114.19,113.06,113.31,4225700,0
07/02/1998,00:00,114.06,114.91,113.63,114.84,3348600,0
07/03/1998,00:00,114.72,114.88,114.25,114.72,3508600,0
07/07/1998,00:00,114.78,115.88,114.56,115.88,3090600,0
07/08/1998,00:00,115.98,116.13,115.28,115.66,4859500,0
07/09/1998,00:00,115.88,116.94,115.75,116.75,6783300,0
07/10/1998,00:00,116.28,116.72,115.63,115.81,6913300,0
07/11/1998,00:00,116.03,116.91,115.06,116.38,7792100,0
07/14/1998,00:00,116.56,116.84,116.06,116.50,6555100,0
07/15/1998,00:00,116.94,118.16,116.94,117.81,6931400,0
07/16/1998,00:00,118.06,118.28,117.53,117.61,4926400,0
07/17/1998,00:00,117.69,118.59,117.06,118.53,6279200,0
07/18/1998,00:00,118.63,119.00,118.31,118.69,3509600,0
07/21/1998,00:00,118.75,119.23,117.94,118.41,2266400,0
07/22/1998,00:00,119.00,119.00,116.28,116.63,5282400,0
07/23/1998,00:00,116.34,116.97,115.53,116.56,10395900,0
07/24/1998,00:00,116.31,116.59,113.91,114.19,15110900,0
07/25/1998,00:00,114.97,115.09,112.88,114.09,11539600,0
07/28/1998,00:00,113.63,115.00,112.84,114.91,9600000,0
07/29/1998,00:00,114.44,114.66,111.88,112.97,13693000,0
07/30/1998,00:00,113.72,114.13,112.25,112.53,7462400,0
07/31/1998,00:00,113.63,114.59,113.41,114.22,6821600,0
08/01/1998,00:00,114.34,114.50,111.31,111.78,7680500,0
08/04/1998,00:00,111.78,112.41,111.03,111.31,10486500,0
08/05/1998,00:00,112.22,112.22,107.00,107.00,15090600,0
08/06/1998,00:00,107.94,108.88,105.59,108.47,21718000,0
08/07/1998,00:00,108.13,109.50,107.56,108.94,13084400,0
08/08/1998,00:00,109.69,110.59,108.47,109.13,12083800,0
08/11/1998,00:00,108.75,109.66,108.19,108.50,6272600,0
08/12/1998,00:00,106.78,107.44,105.50,106.88,14287100,0
08/13/1998,00:00,107.75,108.88,107.50,108.69,11158400,0
08/14/1998,00:00,108.81,109.66,107.38,107.38,9073900,0
08/15/1998,00:00,108.34,108.72,105.78,106.13,8629000,0
08/18/1998,00:00,106.00,108.94,105.50,108.38,11290000,0
08/19/1998,00:00,109.00,110.59,108.78,110.38,7603900,0
08/20/1998,00:00,111.09,111.09,109.63,110.09,6258600,0
08/21/1998,00:00,109.69,110.41,109.16,109.44,7402800,0
08/22/1998,00:00,108.19,108.72,105.50,108.56,16685400,0
08/25/1998,00:00,109.25,109.94,108.31,109.25,7184100,0
08/26/1998,00:00,110.38,111.25,108.63,109.50,9688300,0
08/27/1998,00:00,108.28,109.63,107.75,108.88,9339700,0
08/28/1998,00:00,107.00,107.84,103.47,103.75,24887008,0
08/29/1998,00:00,104.97,105.72,102.16,103.38,23735008,0
09/01/1998,00:00,103.75,104.03,95.00,95.69,22563008,0
09/02/1998,00:00,96.06,100.56,93.63,100.06,24748000,0
09/03/1998,00:00,99.81,101.75,98.78,99.34,13843200,0
09/04/1998,00:00,97.63,99.38,96.69,98.56,17311008,0
09/05/1998,00:00,99.44,99.81,95.75,97.75,17783008,0
09/09/1998,00:00,100.88,103.00,99.81,103.00,14746500,0
09/10/1998,00:00,102.75,103.13,100.44,100.69,12108700,0
09/11/1998,00:00,98.44,99.34,96.81,97.25,19888992,0
09/12/1998,00:00,98.19,101.69,97.00,101.69,20379008,0
09/15/1998,00:00,102.88,104.44,102.09,103.44,10686800,0
09/16/1998,00:00,102.88,104.31,102.28,104.06,8325300,0
09/17/1998,00:00,104.75,105.25,103.15,105.00,11024900,0
09/18/1998,00:00,102.25,103.03,101.78,102.00,12945200,0
09/19/1998,00:00,102.38,102.41,101.09,102.09,7019200,0
09/22/1998,00:00,99.63,103.41,98.94,102.03,8834600,0
09/23/1998,00:00,103.50,103.66,102.16,102.88,7270100,0
09/24/1998,00:00,103.88,107.00,103.78,107.00,13688500,0
09/25/1998,00:00,106.31,106.81,103.25,104.38,11129500,0
09/26/1998,00:00,103.13,105.41,102.63,104.25,10247400,0
09/29/1998,00:00,105.31,106.31,104.25,105.44,8847300,0
09/30/1998,00:00,105.38,105.94,103.38,104.94,10618100,0
10/01/1998,00:00,103.50,104.31,101.38,101.75,7908400,0
10/02/1998,00:00,100.03,101.53,98.09,98.81,13335600,0
10/03/1998,00:00,98.88,100.88,97.22,100.72,14351800,0
10/06/1998,00:00,99.59,100.00,96.34,98.69,12806500,0
10/07/1998,00:00,100.75,101.28,97.53,98.59,12621000,0
10/08/1998,00:00,98.63,100.03,95.75,97.13,14348500,0
10/09/1998,00:00,94.56,96.75,92.22,96.59,20624992,0
10/10/1998,00:00,97.00,99.56,95.25,98.53,12708500,0
10/13/1998,00:00,100.63,101.44,99.69,99.97,9508500,0
10/14/1998,00:00,99.56,100.41,98.75,99.63,6256800,0
10/15/1998,00:00,98.94,101.81,98.84,100.56,8176900,0
10/16/1998,00:00,100.13,107.25,99.94,105.97,20540992,0
10/17/1998,00:00,106.13,106.75,105.00,106.00,16573900,0
10/20/1998,00:00,105.69,106.81,105.50,106.38,7915900,0
10/21/1998,00:00,107.56,108.72,106.09,107.00,14611600,0
10/22/1998,00:00,106.88,107.63,105.88,106.63,9178400,0
10/23/1998,00:00,106.78,108.47,106.16,108.22,8277500,0
10/24/1998,00:00,107.97,108.00,106.78,106.84,6237200,0
10/27/1998,00:00,107.72,108.56,106.78,107.63,5838600,0
10/28/1998,00:00,108.44,108.97,106.28,107.00,10089700,0
10/29/1998,00:00,106.56,107.81,106.03,106.81,5650600,0
10/30/1998,00:00,107.09,109.44,106.63,109.41,9600600,0
10/31/1998,00:00,110.13,110.91,109.50,110.00,9872800,0
11/03/1998,00:00,110.81,111.88,110.19,111.88,6501400,0
11/04/1998,00:00,111.59,111.81,110.75,111.06,6866000,0
11/05/1998,00:00,112.47,113.09,111.09,112.25,8233600,0
11/06/1998,00:00,111.53,113.94,111.13,113.78,6841500,0
11/07/1998,00:00,113.47,114.56,113.31,114.13,5224800,0
11/10/1998,00:00,113.94,114.25,112.50,113.31,6188700,0
11/11/1998,00:00,113.00,113.94,112.25,113.00,14015200,0
11/12/1998,00:00,113.81,114.06,111.88,112.25,10922400,0
11/13/1998,00:00,112.31,113.13,111.69,112.13,5457400,0
11/14/1998,00:00,112.22,113.22,112.13,113.22,5524600,0
11/17/1998,00:00,114.22,114.34,112.88,114.06,6023700,0
11/18/1998,00:00,113.66,115.63,113.00,114.06,9058900,0
11/19/1998,00:00,114.31,115.00,113.50,114.75,4567700,0
11/20/1998,00:00,115.28,115.91,114.63,115.75,5249300,0
11/21/1998,00:00,116.34,116.75,115.84,116.63,5562000,0
11/24/1998,00:00,117.47,119.63,117.16,119.38,7151300,0
11/25/1998,00:00,119.00,119.66,118.44,118.63,5323700,0
11/26/1998,00:00,118.94,119.19,118.22,118.63,4393500,0
11/28/1998,00:00,119.47,119.72,119.03,119.50,4557900,0
12/01/1998,00:00,119.03,119.38,116.13,116.13,8705400,0
12/02/1998,00:00,116.13,118.03,115.22,117.63,8950600,0
12/03/1998,00:00,117.22,117.91,116.00,117.28,7495500,0
12/04/1998,00:00,117.25,118.31,115.09,115.34,12145300,0
12/05/1998,00:00,116.63,118.88,116.25,118.38,10339500,0
12/08/1998,00:00,118.06,119.53,118.00,118.94,4290000,0
12/09/1998,00:00,118.53,119.75,117.50,118.41,10102600,0
12/10/1998,00:00,118.69,118.97,117.88,118.63,5327900,0
12/11/1998,00:00,118.84,118.84,116.72,116.88,5966600,0
12/12/1998,00:00,116.44,117.34,115.56,117.13,8150300,0
12/15/1998,00:00,116.16,116.41,113.75,113.75,9521400,0
12/16/1998,00:00,114.69,116.75,114.53,116.69,9631500,0
12/17/1998,00:00,117.13,117.13,115.75,116.53,7260000,0
12/18/1998,00:00,117.22,118.59,117.03,118.38,6914700,0
12/19/1998,00:00,118.31,119.13,117.88,118.50,4802400,0
12/22/1998,00:00,119.25,121.34,119.00,120.16,8580700,0
12/23/1998,00:00,120.41,121.22,119.19,120.69,5461100,0
12/24/1998,00:00,121.19,123.22,120.81,123.22,7791000,0
12/25/1998,00:00,123.16,123.88,122.50,122.69,1507100,0
12/29/1998,00:00,123.25,123.31,122.00,122.38,4203600,0
12/30/1998,00:00,122.72,124.47,122.13,124.31,3935800,0
12/31/1998,00:00,123.94,124.75,123.03,123.31,6810700,0
01/01/1999,00:00,123.31,123.94,122.47,123.31,6790500,0
01/05/1999,00:00,123.38,125.22,121.72,123.03,9450400,0
01/06/1999,00:00,122.94,124.88,122.94,124.44,8031000,0
01/07/1999,00:00,125.81,127.75,125.75,127.44,7737700,0
01/08/1999,00:00,126.38,127.22,125.78,126.81,5504900,0
01/09/1999,00:00,128.19,128.50,126.19,127.75,6224400,0
01/12/1999,00:00,127.69,127.69,125.22,126.53,7578300,0
01/13/1999,00:00,126.22,126.22,123.75,124.25,7768800,0
01/14/1999,00:00,120.41,125.13,120.38,123.38,10810600,0
01/15/1999,00:00,123.63,123.91,120.91,121.22,11400600,0
01/16/1999,00:00,122.38,124.78,122.06,124.38,7817700,0
01/20/1999,00:00,125.25,127.47,123.50,125.19,6535100,0
01/21/1999,00:00,126.09,127.94,125.03,126.19,6534400,0
01/22/1999,00:00,125.56,125.84,122.59,122.84,6937500,0
01/23/1999,00:00,122.13,123.84,121.78,122.56,7522300,0
01/26/1999,00:00,123.28,124.00,121.91,123.81,5700300,0
01/27/1999,00:00,124.13,126.06,123.63,126.06,6047000,0
01/28/1999,00:00,126.38,126.63,124.16,124.59,7399400,0
01/29/1999,00:00,125.25,126.97,125.19,126.69,5961700,0
01/30/1999,00:00,127.34,128.28,125.41,127.66,6456800,0
02/02/1999,00:00,128.69,128.69,126.91,126.91,9426800,0
02/03/1999,00:00,127.06,127.22,124.75,126.13,9194500,0
02/04/1999,00:00,125.69,127.94,125.66,127.41,10290700,0
02/05/1999,00:00,127.38,127.50,124.78,125.50,7761100,0
02/06/1999,00:00,125.66,125.66,123.22,124.06,7516100,0
02/09/1999,00:00,125.09,125.09,123.34,124.31,8528400,0
02/10/1999,00:00,124.38,124.50,121.52,121.53,8985700,0
02/11/1999,00:00,122.13,123.00,121.33,122.31,6936700,0
02/12/1999,00:00,123.06,126.09,122.50,125.13,9181800,0
02/13/1999,00:00,124.81,125.50,122.63,123.63,10676000,0
02/17/1999,00:00,124.75,125.63,122.88,122.88,6915500,0
02/18/1999,00:00,123.19,125.36,122.25,122.75,7858100,0
02/19/1999,00:00,123.19,124.38,122.22,123.72,9048900,0
02/20/1999,00:00,124.00,125.75,123.38,124.25,5312200,0
02/23/1999,00:00,124.44,127.72,124.28,127.56,10695000,0
02/24/1999,00:00,127.59,128.50,126.59,127.50,7770700,0
02/25/1999,00:00,127.84,128.84,125.00,125.25,7271000,0
02/26/1999,00:00,124.53,125.28,122.69,124.06,11633000,0
02/27/1999,00:00,124.75,124.84,122.81,123.56,9621300,0
03/02/1999,00:00,123.66,124.31,122.38,123.91,7607200,0
03/03/1999,00:00,124.50,125.31,122.31,122.81,9651500,0
03/04/1999,00:00,123.09,123.56,121.78,123.47,7881400,0
03/05/1999,00:00,124.06,125.48,123.27,125.03,8256400,0
03/06/1999,00:00,127.50,128.13,126.56,127.55,10703000,0
03/09/1999,00:00,128.28,128.80,127.25,128.38,4802200,0
03/10/1999,00:00,128.13,129.94,127.75,128.06,7893400,0
03/11/1999,00:00,128.47,129.25,127.78,129.19,3960100,0
03/12/1999,00:00,129.69,131.19,128.88,130.63,6583700,0
03/13/1999,00:00,131.00,131.03,129.22,129.38,5286500,0
03/16/1999,00:00,129.94,131.25,129.50,131.22,5394400,0
03/17/1999,00:00,131.13,131.66,130.47,130.72,4547500,0
03/18/1999,00:00,130.69,130.94,129.63,130.16,4524100,0
03/19/1999,00:00,129.78,132.38,129.75,132.25,3506300,0
03/20/1999,00:00,132.31,132.63,129.69,129.69,5526700,0
03/23/1999,00:00,130.06,130.59,129.42,129.94,4603800,0
03/24/1999,00:00,129.31,129.53,125.70,126.19,9713800,0
03/25/1999,00:00,126.84,127.17,125.63,126.91,6280900,0
03/26/1999,00:00,128.06,129.50,127.75,129.50,6639600,0
03/27/1999,00:00,128.63,129.13,127.72,128.56,6159700,0
03/30/1999,00:00,129.16,131.44,129.16,131.16,5863900,0
03/31/1999,00:00,129.94,131.22,129.56,130.47,5401400,0
04/01/1999,00:00,131.16,131.61,128.31,128.38,7413600,0
04/02/1999,00:00,129.69,129.69,128.13,129.34,7683600,0
04/06/1999,00:00,130.94,132.59,130.25,132.41,5791100,0
04/07/1999,00:00,132.19,132.98,131.16,132.09,5381300,0
04/08/1999,00:00,132.69,133.38,131.38,133.16,6248600,0
04/09/1999,00:00,133.19,134.94,132.28,134.84,5909100,0
04/10/1999,00:00,134.44,135.50,133.59,134.88,4365800,0
04/13/1999,00:00,133.47,136.41,133.22,136.31,8213200,0
04/14/1999,00:00,136.25,136.47,134.50,135.44,10071000,0
04/15/1999,00:00,136.06,136.06,132.69,133.16,11551000,0
04/16/1999,00:00,133.44,133.56,131.00,132.66,11150000,0
04/17/1999,00:00,132.91,132.91,131.19,131.53,6476200,0
04/20/1999,00:00,132.69,134.53,128.38,129.50,12487000,0
04/21/1999,00:00,129.81,131.19,129.00,131.13,9049600,0
04/22/1999,00:00,131.06,135.63,130.41,134.88,5772200,0
04/23/1999,00:00,135.13,136.38,134.39,136.16,6897400,0
04/24/1999,00:00,135.88,136.75,135.00,135.81,4593100,0
04/27/1999,00:00,136.50,136.81,135.47,136.59,3606500,0
04/28/1999,00:00,137.13,137.50,135.84,137.25,5147200,0
04/29/1999,00:00,136.44,137.25,135.00,135.38,5544300,0
04/30/1999,00:00,135.56,136.06,133.81,134.34,9824300,0
05/01/1999,00:00,135.09,135.63,131.63,133.30,5441700,0
05/04/1999,00:00,133.44,135.72,133.09,135.69,10709700,0
05/05/1999,00:00,135.13,135.81,133.13,133.38,9212000,0
05/06/1999,00:00,133.94,135.00,131.84,134.88,8284500,0
05/07/1999,00:00,134.44,135.13,132.38,133.98,13507200,0
05/08/1999,00:00,134.50,134.98,133.44,134.78,8045600,0
05/11/1999,00:00,134.84,135.72,133.53,134.22,4764600,0
05/12/1999,00:00,135.31,136.88,134.72,135.69,7000600,0
05/13/1999,00:00,135.75,137.22,131.50,136.75,13865800,0
05/14/1999,00:00,137.25,138.00,136.81,137.34,4485700,0
05/15/1999,00:00,134.56,136.25,133.31,133.78,8370100,0
05/18/1999,00:00,133.63,134.48,132.38,134.19,6268100,0
05/19/1999,00:00,134.53,134.98,132.63,133.94,8218600,0
05/20/1999,00:00,134.47,134.97,133.25,134.91,5052400,0
05/21/1999,00:00,135.13,135.59,134.25,134.25,3966700,0
05/22/1999,00:00,134.13,134.69,132.59,133.34,6414600,0
05/25/1999,00:00,133.84,133.84,130.56,131.09,7667100,0
05/26/1999,00:00,131.38,132.34,128.69,129.00,15406400,0
05/27/1999,00:00,129.31,131.00,128.09,130.81,11934900,0
05/28/1999,00:00,129.84,130.28,128.00,128.56,14515400,0
05/29/1999,00:00,129.00,130.75,128.59,130.20,8748000,0
06/02/1999,00:00,130.13,130.16,128.38,129.75,6705300,0
06/03/1999,00:00,129.75,130.19,128.02,129.88,6981900,0
06/04/1999,00:00,130.69,130.91,129.78,130.59,6076600,0
06/05/1999,00:00,131.47,133.19,130.94,131.94,9222900,0
06/08/1999,00:00,133.44,134.19,132.91,133.56,5299100,0
06/09/1999,00:00,133.38,133.80,131.59,132.25,4895700,0
06/10/1999,00:00,132.41,133.09,131.81,132.13,7409700,0
06/11/1999,00:00,131.44,131.50,129.59,130.91,6370100,0
06/12/1999,00:00,131.22,132.22,129.09,129.81,12325600,0
06/15/1999,00:00,130.69,130.75,129.55,129.72,6487100,0
06/16/1999,00:00,130.47,131.66,130.08,130.81,5700900,0
06/17/1999,00:00,132.38,133.88,132.38,133.48,6994900,0
06/18/1999,00:00,132.88,135.56,132.63,134.56,8162800,0
06/19/1999,00:00,134.06,134.69,133.38,134.31,2875100,0
06/22/1999,00:00,134.47,135.00,133.66,134.63,4646400,0
06/23/1999,00:00,134.00,135.19,133.34,133.69,5862400,0
06/24/1999,00:00,133.00,133.63,132.13,133.38,9347700,0
06/25/1999,00:00,132.88,133.81,130.66,132.03,9176900,0
06/26/1999,00:00,132.59,133.02,131.25,131.70,4087000,0
06/29/1999,00:00,132.69,133.63,132.47,133.31,5027300,0
06/30/1999,00:00,133.00,135.13,132.78,134.56,6956200,0
07/01/1999,00:00,134.63,137.25,133.84,137.00,16856100,0
07/02/1999,00:00,137.00,138.50,136.06,138.03,9939500,0
07/03/1999,00:00,138.13,139.30,137.91,139.19,3460100,0
07/07/1999,00:00,139.25,140.75,138.59,138.63,10767300,0
07/08/1999,00:00,139.06,139.72,138.52,139.56,3230700,0
07/09/1999,00:00,139.06,140.63,138.75,139.67,7101500,0
07/10/1999,00:00,140.00,140.47,139.38,140.22,2737200,0
07/13/1999,00:00,140.94,140.94,139.50,139.88,4436300,0
07/14/1999,00:00,139.38,139.88,138.66,139.38,6477600,0
07/15/1999,00:00,140.00,140.22,138.75,140.16,4382500,0
07/16/1999,00:00,140.78,141.38,140.31,141.05,3348600,0
07/17/1999,00:00,141.25,142.16,140.75,141.81,2281500,0
07/20/1999,00:00,142.19,142.19,140.56,140.88,4287000,0
07/21/1999,00:00,140.13,140.41,137.53,137.80,6715100,0
07/22/1999,00:00,138.09,138.91,137.00,137.83,4793700,0
07/23/1999,00:00,137.44,138.00,135.47,136.02,7804100,0
07/24/1999,00:00,136.66,137.00,135.13,135.75,4603000,0
07/27/1999,00:00,134.88,136.13,134.63,134.75,4333400,0
07/28/1999,00:00,136.00,137.20,135.38,135.88,5908500,0
07/29/1999,00:00,136.25,137.31,135.59,136.31,3955500,0
07/30/1999,00:00,134.94,135.25,133.31,134.41,7760600,0
