n_ticks|n_ma,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500
0,892649.987979,909320.826223,915312.939805,911918.574639,926614.382124,906467.552144,899360.951565,888240.668527,874469.756437,904808.552201,920443.134337,937189.847023,932896.164106,928236.004151,942111.652832,955978.158616,945193.466608,945260.940633,940234.634063,944635.913424,957042.771214,1035979.25974,982139.070007,939423.777539,946312.252487,931449.502315,937120.309859,947844.74248,966730.97173,955376.818071,944295.75142,923592.301792,934273.398106,933438.638773,934584.998863,949723.084394,949681.803632,955016.484871,962124.989222,997292.504771,1011968.9846,982247.022501,974789.172777,991253.036819,980102.764517,986315.294862,967753.762132,959088.741996,975012.168468,981816.369154,992895.527433,977322.697793,983011.696227,959349.088456,983142.594415,986515.209808,977850.430116,966116.143177,972450.399263,973561.437473,977299.34493,978408.939679,975005.721806,983844.692274,983477.76976,1000073.43487,991007.005365,984637.262058,991667.734716,985858.242561,978480.801236,993108.051378,1005718.26026,996097.82872,993839.70081,982270.159338,990377.804909,981360.466526,960818.120989,973489.704676,985737.687288
1,943675.374346,930285.863352,912628.476101,891040.621351,907768.88947,935591.910279,943174.01087,956546.747319,972113.888618,943864.923668,965124.293731,980879.154065,980920.734412,1015207.31665,1021184.29237,1015625.31139,1002088.18292,981844.838386,980886.763375,982352.977239,985822.105513,979582.612567,964169.817123,950900.011197,955157.553595,931362.435466,974595.75429,952725.349052,978894.773812,1001218.31167,986770.901801,991582.57237,972824.646515,974815.679871,1001610.36417,1002426.88648,981576.276671,970776.23406,998115.844826,982677.74948,957663.690117,949820.556875,946952.791726,974076.929509,951293.481544,948050.179092,976843.139022,983324.854426,961766.47312,963623.778611,968771.418114,944258.130391,950219.597777,957673.326291,962664.598159,955441.5011,980174.976891,988069.222892,960114.933256,972840.859221,986184.523105,968706.485564,974601.204162,954091.979196,950644.684306,957502.940056,962674.041448,983382.501425,993095.472082,971979.088317,965638.49325,992544.385987,1034447.97375,1002446.81612,992884.228855,978262.997929,1004334.03628,1011668.75281,1004485.8675,1010489.94393,1027562.1513
2,930125.632484,940562.582414,965381.386128,950434.032033,973383.763974,964122.014446,967709.518671,972626.416482,996617.324878,1007699.65521,1017057.05456,961219.261361,956176.836895,945461.949141,961831.465358,967814.755716,953379.326267,950499.688931,954896.401949,955951.437869,964542.578359,954715.808882,957003.683385,974167.531402,965312.309186,976597.104593,974285.487292,981785.150329,970397.807092,959072.30782,977114.137766,952890.868658,957365.563145,959094.783762,988517.438472,973459.857973,1019827.77994,1000680.6,984531.695669,1006972.19209,972884.890814,951005.817105,958219.268342,948966.863199,955297.407714,942324.041948,923064.451257,919483.415585,940274.985475,925982.152829,929677.114772,948573.933212,952010.607517,942646.280526,957235.794995,967601.573177,951624.109537,957613.934453,950135.198345,966739.394922,959637.673528,974450.2565,958996.439845,985015.19578,999084.708323,1011902.34636,1029866.50568,1020574.78008,1030736.25065,1018340.00512,1004890.76168,998488.978719,1004156.96564,1027045.04305,1022034.43984,1026786.86049,1043782.83401,1030308.42197,1036636.41834,1028186.43089,1033672.8735
3,918660.386484,913296.821511,917187.977854,940785.321064,943426.823957,949374.888223,959997.17319,916794.59087,946864.881445,938205.974896,956400.911226,959023.83584,968573.420749,965219.740627,962314.149798,959639.184321,950604.89115,954201.27265,965462.343044,952521.94103,996033.265291,982697.498544,977665.771725,991578.321642,1000307.25929,959937.104417,955099.140873,977340.043871,978514.325827,970170.311283,981350.74618,990445.189787,980739.641931,952357.51729,943620.274722,948666.858147,973313.348116,972832.870545,960691.394647,965155.946388,977343.074005,961901.385834,952137.167198,957940.871462,951057.873175,966931.291616,969651.145246,971516.226204,983080.655943,1008418.22106,974421.861859,1012939.22433,981030.01639,1005799.01994,1018069.54532,1031405.04486,1030012.51529,1028649.41371,1021058.90993,1010238.46682,1005181.18697,998224.339638,1007993.84213,1005632.41421,1014274.22045,1007853.31558,1030263.20788,1063873.31747,1059927.86102,1033310.31691,1030630.04307,1034533.23857,1027708.48793,1043599.29555,1037969.04543,1031270.7357,1025478.41287,1022232.28748,1050825.35067,1055606.74243,1069316.6123
4,960726.921404,946736.289661,958751.660368,968629.939286,941267.172046,938130.742426,944382.325857,945354.806954,946259.749377,945235.606084,949402.935923,931472.991651,938106.087407,960763.907396,960763.136235,931421.373193,961987.719549,938706.719916,946402.603741,967829.806769,967996.243568,982044.617245,978516.569664,990494.845965,999713.445147,1002383.73406,1008739.48009,1002644.84982,987348.149895,999432.956333,994345.438208,1007808.2499,1007350.31643,1006090.12054,976743.687492,977972.163298,970325.713271,971184.30583,984072.40902,966327.930897,956663.298674,988383.992829,989292.103953,967024.237156,971320.028073,988552.470462,987686.882571,991008.108326,990551.657747,988847.527507,995479.004292,993290.892829,996475.536376,1009989.39084,1013521.51226,1018030.85625,1000709.24146,990804.151023,1026491.42161,1023722.5832,991711.746977,1002156.92349,1012703.43468,1023850.00331,1016245.32443,1013893.30929,1003825.87667,1008615.8092,1010198.31338,1037102.96014,1081672.99319,1072502.61502,1058061.99743,1066320.1738,1046334.61124,1060605.80711,1076190.14541,1084528.81451,1089622.56967,1084360.75768,1088877.93085
5,974706.114723,983706.553013,996795.675305,970485.04388,988567.634696,982165.991129,982738.436492,988793.962465,963218.833232,962481.609266,957745.625876,943648.479523,955292.423673,955427.337223,946380.424355,958114.149985,967462.537951,954844.470546,964212.412688,1002668.48953,1030316.45567,1011735.42837,1003008.51866,1016081.91442,1013554.285,1015695.11707,1042416.71094,1023176.65348,1017818.27943,1000667.43052,1000424.7676,1008859.83703,1015991.66259,1026683.98915,1013742.46505,1036539.42224,1040336.46261,1008855.64843,995823.114334,1007569.71007,1004668.0317,1021529.11303,1027517.43944,1036699.52095,1033272.57444,1036998.91968,1064196.47389,1049172.1561,1031172.68859,1031040.53308,1022625.86307,1019156.69358,1007203.6113,1035851.26893,1031904.45455,1027928.38413,1036987.90321,1017808.47177,1030989.99151,1024452.98442,1026661.70304,1072466.57483,1063780.76699,1064537.41895,1060892.3634,1057059.8668,1064168.18575,1058489.29727,1053384.75113,1066070.80108,1081689.29606,1090125.92611,1092939.9552,1092132.54686,1084706.03096,1088897.17274,1089217.32951,1110153.50261,1109797.19783,1110861.92916,1122806.95983
6,1008394.56934,977617.525589,973319.386511,986672.54534,995401.73202,974552.844782,958364.992712,955755.267569,966367.385839,978441.368314,960937.756289,955481.054054,996420.425099,995874.032152,969088.322898,1015307.42125,1006789.7306,992665.55701,964971.086387,954693.411521,958867.468897,950480.588313,960880.641755,944756.000425,967496.122293,962322.055453,963828.515541,986636.072816,1020700.39335,1011367.61953,994627.797581,995009.622247,1001181.10935,1023161.80654,1029948.40854,1026943.32445,1040447.38031,1020812.09232,1032764.93521,986261.619972,997986.805847,1020607.03731,1007933.92848,995648.432851,1001464.38477,996649.594697,1003933.37139,998717.765228,1013293.56932,1012795.27852,1006077.7221,1006458.81653,1024490.75007,1044120.53753,1057610.13662,1046269.13617,1040620.14344,1021804.71576,1048006.08855,1054433.47257,1059613.09546,1070857.97455,1066040.80419,1073713.32458,1082291.51671,1073536.4006,1070887.47555,1070568.3407,1063809.42074,1061281.43989,1079794.18034,1085966.21437,1087389.15575,1075787.41324,1091162.92593,1090299.01117,1092099.37921,1082810.73908,1102862.53073,1099511.39662,1087801.12547
7,996533.511738,999505.160553,1006404.80371,990728.80273,985845.397926,988823.336098,972529.761969,979499.717364,966584.860428,991520.601906,966168.252195,967600.341201,965338.924862,964571.160189,984746.894577,974137.550493,965339.52723,994070.370132,997959.147919,1010341.36735,1015085.46018,1017113.16755,1001918.38679,1009771.06356,1018915.17159,1007805.73253,1050253.55242,1015973.41895,1023678.10733,1041607.75019,1026069.80679,1020874.1691,1029573.75487,994790.245262,994696.43664,997193.927656,996156.644283,1006233.01202,1010703.73197,1015633.51806,1032925.03842,1007453.80803,1014241.76081,1022855.27623,1050161.93998,1046238.618,1058153.98413,1086125.75639,1076047.90572,1071023.16301,1066261.03531,1055245.67032,1074739.07302,1075270.58583,1086869.62762,1094982.05299,1091331.38309,1081701.74192,1079105.39394,1069572.68895,1085095.89871,1080871.09895,1083541.94709,1096077.83965,1092552.65006,1081098.94066,1083188.20891,1069515.13495,1076736.9325,1064318.19179,1067240.38327,1060034.94643,1060902.66496,1070457.35296,1069526.13763,1072248.86766,1080163.67802,1080967.84588,1076099.93745,1063942.17286,1081760.32424
8,1010532.19863,1008902.29012,993557.430455,992530.747799,978918.793622,991950.067132,983037.521415,1011846.53877,979988.423249,996549.092725,999564.05731,1019967.22857,1007924.95272,1012843.24405,1008222.96866,975355.67357,992693.41666,978401.675703,980553.219151,997054.226713,1015338.29888,1013555.55642,1023102.30096,1026328.09657,1028049.1579,1031872.23654,1055690.91331,1038294.88446,1054339.80163,1038913.95158,1041537.87834,1041500.92465,1054913.88936,1050447.62714,1039164.78193,1032945.35597,1039052.70055,1043936.8061,1040167.27423,1030318.41472,1016969.41722,1048755.68755,1060819.6081,1075667.46161,1084546.21318,1079483.42198,1092040.186,1071194.143,1072547.12546,1078804.67286,1083489.24033,1087714.77131,1098499.66072,1092974.86918,1079696.68172,1079435.57787,1087242.67235,1103174.22405,1091691.26581,1093868.39488,1083537.37581,1094007.08837,1079925.1508,1090869.98236,1085820.13287,1090324.44477,1086275.32694,1078364.051,1084454.9031,1090652.8846,1085416.9972,1088154.55636,1081669.96435,1087386.24671,1085955.89923,1080810.80696,1089141.6493,1082032.81886,1082825.36402,1080084.59519,1077072.50567
