Date,Time,Open,High,Low,Close,Vol,OI,HA 1,HA 2,State
19.07.2008,00:00,126.17,126.42,125.15,125.98,267030007,0,124.02,125.93,1.00
22.07.2008,00:00,126.51,126.80,125.19,126.05,222862990,0,124.97,126.14,0.00
23.07.2008,00:00,125.15,127.80,124.85,127.48,296904155,0,125.56,126.32,1.00
24.07.2008,00:00,127.89,129.15,127.55,128.17,311698327,0,125.94,128.19,1.00
25.07.2008,00:00,128.34,128.41,125.16,125.51,248634472,0,127.06,126.85,0.00
26.07.2008,00:00,125.89,126.49,125.17,125.48,219130985,0,126.96,125.76,-1.00
29.07.2008,00:00,125.51,126.06,123.42,123.64,205202879,0,126.36,124.66,-1.00
30.07.2008,00:00,123.98,126.38,123.64,126.28,261505542,0,125.51,125.07,0.00
31.07.2008,00:00,127.02,128.60,126.28,128.53,354709945,0,125.29,127.61,1.00
1.08.2008,00:00,127.40,128.57,126.63,126.83,277402187,0,126.45,127.36,1.00
2.08.2008,00:00,127.12,127.28,125.46,126.16,248703556,0,126.90,126.51,0.00
5.08.2008,00:00,126.04,126.14,124.76,124.99,188251720,0,126.70,125.48,0.00
6.08.2008,00:00,126.01,128.56,125.90,128.36,251624292,0,126.09,127.21,1.00
7.08.2008,00:00,128.02,129.30,127.48,128.93,209555389,0,126.65,128.43,1.00
8.08.2008,00:00,127.96,129.05,126.54,127.01,246312455,0,127.54,127.64,1.00
9.08.2008,00:00,126.58,129.93,126.38,129.37,260811653,0,127.59,128.07,1.00
12.08.2008,00:00,129.45,131.51,129.23,130.71,249425782,0,127.83,130.22,1.00
13.08.2008,00:00,130.28,130.34,128.73,129.35,213200792,0,129.03,129.68,1.00
14.08.2008,00:00,128.79,129.65,127.67,128.57,256467211,0,129.35,128.67,0.00
15.08.2008,00:00,127.84,130.28,127.75,129.54,239556086,0,129.01,128.85,0.00
16.08.2008,00:00,129.93,130.50,129.30,130.17,181005385,0,128.93,129.97,1.00
19.08.2008,00:00,130.43,130.48,127.66,128.39,172275090,0,129.45,129.24,0.00
20.08.2008,00:00,127.42,127.69,126.53,126.99,194673636,0,129.35,127.16,-1.00
21.08.2008,00:00,127.39,127.95,126.34,127.58,225498123,0,128.25,127.32,-1.00
22.08.2008,00:00,126.75,128.44,126.60,127.80,180609785,0,127.78,127.40,-1.00
23.08.2008,00:00,128.67,129.65,127.80,129.65,167715248,0,127.59,128.94,0.00
26.08.2008,00:00,128.80,128.84,126.75,127.02,171936874,0,128.27,127.85,-1.00
27.08.2008,00:00,127.02,127.87,126.58,127.39,159117183,0,128.06,127.21,-1.00
28.08.2008,00:00,127.55,128.83,127.30,128.63,171032725,0,127.64,128.08,0.00
29.08.2008,00:00,129.19,130.34,129.11,130.19,167537065,0,127.86,129.71,1.00
30.08.2008,00:00,129.68,130.14,128.51,128.79,189209985,0,128.78,129.28,0.00
3.09.2008,00:00,130.06,130.71,127.52,127.99,252469587,0,129.03,129.07,0.00
4.09.2008,00:00,127.88,128.50,126.93,127.88,251949709,0,129.05,127.80,-1.00
5.09.2008,00:00,126.97,127.23,123.96,124.03,340438555,0,128.42,125.55,-1.00
6.09.2008,00:00,123.29,124.95,122.00,124.42,289514595,0,126.99,123.67,-1.00
9.09.2008,00:00,128.04,128.24,124.42,126.99,364148821,0,125.33,126.92,0.00
10.09.2008,00:00,127.10,127.36,122.80,123.22,377326719,0,126.12,125.12,-1.00
11.09.2008,00:00,123.89,124.90,122.55,123.72,298916535,0,125.62,123.77,-1.00
12.09.2008,00:00,122.12,125.74,121.60,125.51,375369319,0,124.69,123.74,-1.00
13.09.2008,00:00,124.29,126.21,123.83,126.09,304831701,0,124.22,125.10,0.00
16.09.2008,00:00,121.81,124.28,119.89,120.09,491795493,0,124.66,121.52,-1.00
17.09.2008,00:00,117.20,122.32,117.00,122.10,597173403,0,123.09,119.66,-1.00
18.09.2008,00:00,119.64,120.38,116.00,116.61,639385416,0,121.37,118.16,-1.00
19.09.2008,00:00,118.05,121.79,113.80,120.07,776114658,0,119.76,118.43,-1.00
20.09.2008,00:00,126.91,127.53,123.33,124.12,501146907,0,119.10,125.47,1.00
23.09.2008,00:00,124.45,124.75,120.36,121.31,249966466,0,122.28,122.72,0.00
24.09.2008,00:00,120.85,122.02,118.28,118.55,328230198,0,122.50,119.93,-1.00
25.09.2008,00:00,119.18,120.00,117.79,118.93,311871169,0,121.21,118.97,-1.00
26.09.2008,00:00,119.56,121.91,118.44,120.79,328252953,0,120.09,120.18,0.00
27.09.2008,00:00,118.83,121.50,118.51,120.85,285917303,0,120.13,119.92,-1.00
30.09.2008,00:00,119.18,119.34,110.97,111.38,459562289,0,120.03,115.22,-1.00
1.10.2008,00:00,113.51,116.74,112.71,115.99,328510275,0,117.62,114.74,-1.00
2.10.2008,00:00,115.18,116.69,113.95,116.06,333084914,0,116.18,115.47,-1.00
3.10.2008,00:00,114.95,115.11,111.06,111.85,365632407,0,115.83,113.24,-1.00
4.10.2008,00:00,112.86,115.45,109.68,110.34,461832495,0,114.53,112.08,-1.00
7.10.2008,00:00,107.15,107.62,100.64,104.72,610790992,0,113.31,105.03,-1.00
8.10.2008,00:00,106.84,107.33,99.65,100.03,540213491,0,109.17,103.46,-1.00
9.10.2008,00:00,97.52,102.18,96.81,97.51,725787952,0,106.32,98.50,-1.00
10.10.2008,00:00,99.66,100.62,90.25,90.70,534758440,0,102.41,95.31,-1.00
11.10.2008,00:00,86.76,93.94,83.58,88.50,871546886,0,98.86,88.19,-1.00
14.10.2008,00:00,93.87,101.35,93.17,101.35,456904722,0,93.53,97.44,0.00
15.10.2008,00:00,104.70,105.53,97.11,99.85,546688419,0,95.48,101.80,0.00
16.10.2008,00:00,97.46,97.80,89.71,90.02,484627451,0,98.64,93.75,-1.00
17.10.2008,00:00,91.29,94.77,86.54,93.77,708811161,0,96.19,91.59,-1.00
18.10.2008,00:00,91.99,98.59,91.65,93.21,476770069,0,93.89,93.86,-1.00
21.10.2008,00:00,95.35,99.10,94.09,98.81,321294111,0,93.88,96.84,0.00
22.10.2008,00:00,96.97,98.64,95.22,95.86,356501918,0,95.36,96.67,0.00
23.10.2008,00:00,93.20,95.86,87.53,90.64,516167991,0,96.01,91.81,-1.00
24.10.2008,00:00,90.29,92.45,85.81,91.69,634666348,0,93.91,90.06,-1.00
25.10.2008,00:00,84.06,89.92,84.00,87.04,545812560,0,91.99,86.26,-1.00
28.10.2008,00:00,85.97,89.51,83.70,83.95,400238591,0,89.12,85.78,-1.00
29.10.2008,00:00,87.34,94.24,84.53,93.76,639939456,0,87.45,89.97,0.00
30.10.2008,00:00,93.77,97.17,92.10,93.08,531381584,0,88.71,94.03,1.00
31.10.2008,00:00,95.78,96.54,92.90,96.30,414582025,0,91.37,95.38,1.00
1.11.2008,00:00,95.08,98.57,94.48,96.83,411499930,0,93.37,96.24,1.00
4.11.2008,00:00,96.78,97.69,95.95,97.11,205566755,0,94.81,96.88,1.00
5.11.2008,00:00,99.06,100.86,98.19,100.41,346977620,0,95.84,99.63,1.00
6.11.2008,00:00,99.20,100.71,95.00,96.19,390404104,0,97.74,97.78,1.00
7.11.2008,00:00,94.46,95.44,90.06,90.86,477982837,0,97.76,92.70,-1.00
8.11.2008,00:00,91.65,94.00,90.86,93.86,380538559,0,95.23,92.59,0.00
11.11.2008,00:00,95.21,95.53,90.92,92.63,301903186,0,93.91,93.57,0.00
12.11.2008,00:00,90.76,92.14,88.65,89.77,418596705,0,93.74,90.33,0.00
13.11.2008,00:00,88.23,90.15,85.12,85.82,454330554,0,92.04,87.33,-1.00
14.11.2008,00:00,86.13,91.73,82.09,91.17,753800996,0,89.68,87.78,-1.00
15.11.2008,00:00,89.41,92.06,86.52,86.62,540352274,0,88.73,88.65,-1.00
18.11.2008,00:00,86.38,88.56,85.16,85.47,415543773,0,88.69,86.39,-1.00
19.11.2008,00:00,85.15,87.22,82.91,87.08,524140602,0,87.54,85.59,-1.00
20.11.2008,00:00,85.91,86.87,80.92,81.50,558809438,0,86.57,83.80,-1.00
21.11.2008,00:00,80.13,82.51,75.05,75.45,814180365,0,85.18,78.28,-1.00
22.11.2008,00:00,77.46,80.90,74.34,79.52,718768573,0,81.73,78.06,-1.00
25.11.2008,00:00,81.89,86.99,81.17,85.03,523462008,0,79.89,83.77,0.00
26.11.2008,00:00,87.30,87.51,83.82,85.66,454188290,0,81.83,86.07,1.00
27.11.2008,00:00,84.30,89.19,84.24,88.97,370320441,0,83.95,86.68,1.00
29.11.2008,00:00,88.63,90.13,88.48,90.09,119905331,0,85.31,89.33,1.00
2.12.2008,00:00,87.51,87.55,81.86,82.11,370826753,0,87.32,84.76,-1.00
3.12.2008,00:00,83.47,85.49,82.04,85.27,469785220,0,86.04,84.07,-1.00
4.12.2008,00:00,83.40,87.83,83.14,87.32,520103726,0,85.05,85.42,0.00
5.12.2008,00:00,86.06,88.05,83.74,85.30,444341542,0,85.24,85.79,1.00
6.12.2008,00:00,83.65,88.42,82.24,87.93,472064235,0,85.51,85.56,1.00
9.12.2008,00:00,90.34,92.38,89.80,91.00,413016783,0,85.54,90.88,1.00
10.12.2008,00:00,90.37,92.13,88.98,89.50,370862472,0,88.21,90.25,1.00
11.12.2008,00:00,90.32,91.36,89.00,90.11,396381231,0,89.23,90.20,1.00
12.12.2008,00:00,89.54,91.00,87.37,87.94,366329668,0,89.71,88.96,0.00
13.12.2008,00:00,85.55,89.07,85.20,88.99,415140912,0,89.34,87.20,0.00
16.12.2008,00:00,89.02,89.15,86.29,87.75,256846094,0,88.27,88.05,0.00
17.12.2008,00:00,88.30,92.02,88.18,91.88,377699953,0,88.16,90.09,1.00
18.12.2008,00:00,90.84,92.43,90.06,90.99,288101788,0,89.13,91.08,1.00
19.12.2008,00:00,91.40,91.67,88.21,89.29,374829388,0,90.10,90.14,1.00
20.12.2008,00:00,89.10,90.62,88.09,88.19,301523386,0,90.12,89.00,0.00
23.12.2008,00:00,88.58,88.67,85.49,87.06,244192166,0,89.56,87.45,-1.00
24.12.2008,00:00,87.52,87.93,85.80,86.16,221772540,0,88.51,86.85,-1.00
25.12.2008,00:00,86.45,86.87,86.00,86.66,62142421,0,87.68,86.50,-1.00
27.12.2008,00:00,87.24,87.30,86.50,87.16,74775826,0,87.09,87.05,-1.00
30.12.2008,00:00,87.24,87.33,85.60,86.91,128419175,0,87.07,86.77,-1.00
31.12.2008,00:00,87.51,89.05,86.88,88.97,168555662,0,86.92,88.10,0.00
1.01.2009,00:00,89.08,90.97,88.87,90.24,194141827,0,87.51,89.79,1.00
3.01.2009,00:00,90.44,93.44,89.85,92.96,227638523,0,88.65,91.67,1.00
6.01.2009,00:00,92.63,93.66,91.89,92.85,240697608,0,90.16,92.76,1.00
7.01.2009,00:00,93.64,94.45,92.68,93.47,328481747,0,91.46,93.56,1.00
8.01.2009,00:00,92.00,92.26,90.20,90.67,281047574,0,92.51,91.28,0.00
9.01.2009,00:00,90.16,91.09,89.67,91.04,263834401,0,91.90,90.49,0.00
10.01.2009,00:00,91.16,91.32,88.67,89.09,331160908,0,91.19,90.06,0.00
13.01.2009,00:00,88.84,88.91,86.41,86.95,278008387,0,90.63,87.78,-1.00
14.01.2009,00:00,86.73,87.88,86.20,87.11,356731781,0,89.20,86.98,-1.00
15.01.2009,00:00,85.54,85.75,83.69,84.37,435967129,0,88.09,84.84,-1.00
16.01.2009,00:00,84.12,85.25,81.72,84.40,533808811,0,86.46,83.87,-1.00
17.01.2009,00:00,85.86,85.99,83.05,85.06,399307014,0,85.17,84.99,-1.00
21.01.2009,00:00,84.23,85.06,80.05,80.57,420108448,0,85.08,82.48,-1.00
22.01.2009,00:00,81.94,84.24,80.47,84.05,364767258,0,83.78,82.67,-1.00
23.01.2009,00:00,82.42,84.04,81.17,82.75,427940436,0,83.23,82.59,-1.00
24.01.2009,00:00,80.90,83.99,80.57,83.11,386800533,0,82.91,82.14,-1.00
27.01.2009,00:00,83.59,85.36,82.81,83.68,318269470,0,82.53,83.86,0.00
28.01.2009,00:00,84.13,85.15,83.30,84.53,274111851,0,83.19,84.28,0.00
29.01.2009,00:00,86.40,87.95,86.07,87.39,330317423,0,83.74,86.95,1.00
30.01.2009,00:00,86.11,86.36,84.46,84.55,294591469,0,85.34,85.37,0.00
31.01.2009,00:00,84.98,85.40,82.21,82.83,383464165,0,85.36,83.85,0.00
3.02.2009,00:00,81.57,83.18,81.31,82.58,288488899,0,84.61,82.16,-1.00
4.02.2009,00:00,83.10,84.36,82.22,83.74,278480540,0,83.38,83.35,-1.00
5.02.2009,00:00,84.30,85.37,83.04,83.33,322993929,0,83.37,84.01,0.00
6.02.2009,00:00,82.70,85.29,82.12,84.57,417679916,0,83.69,83.67,-1.00
7.02.2009,00:00,84.86,87.34,84.68,86.98,366101656,0,83.68,85.97,1.00
10.02.2009,00:00,86.96,87.74,86.32,87.10,240075116,0,84.82,87.03,1.00
11.02.2009,00:00,86.27,87.03,82.45,83.11,536212730,0,85.93,84.72,0.00
12.02.2009,00:00,83.45,84.05,82.40,83.60,324674586,0,85.32,83.38,-1.00
13.02.2009,00:00,82.17,83.82,81.05,83.66,469302192,0,84.35,82.68,-1.00
14.02.2009,00:00,83.55,84.24,82.74,82.76,293998386,0,83.51,83.32,-1.00
18.02.2009,00:00,80.16,80.62,79.17,79.22,478910634,0,83.42,79.79,-1.00
19.02.2009,00:00,79.79,79.94,78.28,79.03,362970111,0,81.60,79.26,-1.00
20.02.2009,00:00,79.84,80.15,78.02,78.18,316869547,0,80.43,79.05,-1.00
21.02.2009,00:00,76.73,78.34,75.77,77.42,477176566,0,79.74,77.06,-1.00
24.02.2009,00:00,78.27,78.27,74.59,74.65,379644668,0,78.40,76.44,-1.00
25.02.2009,00:00,75.29,77.95,74.70,77.48,426412267,0,77.42,76.36,-1.00
26.02.2009,00:00,77.14,78.42,75.63,76.87,462039594,0,76.89,77.02,0.00
27.02.2009,00:00,77.82,78.38,75.53,75.62,363371321,0,76.95,76.84,-1.00
28.02.2009,00:00,74.01,75.69,73.81,73.93,470568851,0,76.89,74.36,-1.00
3.03.2009,00:00,72.52,72.92,70.37,70.60,426453248,0,75.63,71.60,-1.00
4.03.2009,00:00,71.61,71.70,69.64,70.07,443761154,0,73.61,70.75,-1.00
5.03.2009,00:00,71.83,72.87,70.07,71.73,462763396,0,72.18,71.63,-1.00
6.03.2009,00:00,70.10,70.87,68.17,68.80,485551217,0,71.90,69.48,-1.00
7.03.2009,00:00,69.40,70.45,67.10,68.92,490495181,0,70.69,68.97,-1.00
10.03.2009,00:00,67.95,70.00,67.73,68.11,379907248,0,69.83,68.45,-1.00
11.03.2009,00:00,69.51,72.37,69.37,72.17,406230757,0,69.14,70.86,1.00
12.03.2009,00:00,73.00,73.75,71.83,72.64,356809978,0,70.00,72.80,1.00
13.03.2009,00:00,72.62,75.75,71.97,75.50,409818582,0,71.40,73.96,1.00
14.03.2009,00:00,76.01,76.98,74.73,76.09,337474612,0,72.68,75.95,1.00
17.03.2009,00:00,76.96,77.97,75.81,75.86,360821360,0,74.32,76.65,1.00
18.03.2009,00:00,76.07,78.36,75.45,78.18,357075105,0,75.48,77.02,1.00
19.03.2009,00:00,77.81,80.90,77.07,79.93,473552378,0,76.25,78.93,1.00
20.03.2009,00:00,80.93,81.00,78.69,78.94,428597138,0,77.59,79.89,1.00
21.03.2009,00:00,78.76,78.91,76.53,76.71,371165651,0,78.74,77.73,0.00
24.03.2009,00:00,78.74,82.29,78.31,82.22,420247245,0,78.23,80.39,1.00
25.03.2009,00:00,81.24,82.36,80.51,80.60,330843985,0,79.31,81.18,1.00
26.03.2009,00:00,81.23,82.70,79.06,81.45,441995020,0,80.24,81.11,1.00
27.03.2009,00:00,82.25,83.30,81.32,83.11,422025298,0,80.68,82.50,1.00
28.03.2009,00:00,82.05,82.53,81.31,81.61,322343625,0,81.59,81.88,1.00
31.03.2009,00:00,79.80,79.87,77.96,78.79,324108478,0,81.73,79.11,-1.00
1.04.2009,00:00,79.56,81.08,79.05,79.52,364238267,0,80.42,79.80,0.00
2.04.2009,00:00,78.53,81.42,78.33,81.06,377018284,0,80.11,79.83,0.00
3.04.2009,00:00,83.08,84.61,82.73,83.43,476230899,0,79.97,83.46,1.00
4.04.2009,00:00,83.49,84.62,82.67,84.26,284646280,0,81.72,83.76,1.00
7.04.2009,00:00,83.34,83.81,82.29,83.60,264866540,0,82.74,83.26,1.00
8.04.2009,00:00,82.25,82.65,81.51,81.65,259071910,0,83.00,82.02,0.00
9.04.2009,00:00,82.06,82.94,81.54,82.53,230402749,0,82.51,82.27,0.00
10.04.2009,00:00,84.67,85.82,84.33,85.81,269653423,0,82.39,85.16,1.00
14.04.2009,00:00,84.92,86.54,84.58,85.83,224847431,0,83.77,85.47,1.00
15.04.2009,00:00,85.03,85.76,84.08,84.35,276598725,0,84.62,84.81,1.00
16.04.2009,00:00,83.84,85.42,83.61,85.25,250726037,0,84.71,84.53,0.00
17.04.2009,00:00,85.93,87.15,84.77,86.50,335202868,0,84.62,86.09,1.00
18.04.2009,00:00,86.83,87.65,86.14,87.08,262648937,0,85.35,86.92,1.00
21.04.2009,00:00,85.54,85.66,83.34,83.43,293690096,0,86.14,84.49,-1.00
22.04.2009,00:00,82.82,85.13,82.75,85.06,300478349,0,85.32,83.94,0.00
23.04.2009,00:00,84.29,86.34,84.07,84.54,340395130,0,84.63,84.81,1.00
24.04.2009,00:00,84.71,85.42,83.63,85.37,324903639,0,84.72,84.78,1.00
25.04.2009,00:00,86.03,87.31,85.69,86.66,287702994,0,84.75,86.42,1.00
28.04.2009,00:00,85.68,87.01,85.54,85.84,289581577,0,85.59,86.02,1.00
29.04.2009,00:00,84.97,86.59,84.76,85.57,247927845,0,85.80,85.47,0.00
30.04.2009,00:00,86.52,88.36,86.30,87.39,311505611,0,85.64,87.14,1.00
1.05.2009,00:00,88.55,89.02,86.92,87.42,301419716,0,86.39,87.98,1.00
2.05.2009,00:00,87.44,88.21,86.72,87.89,236110289,0,87.18,87.56,1.00
5.05.2009,00:00,88.55,90.97,88.38,90.88,287119943,0,87.37,89.69,1.00
6.05.2009,00:00,90.57,90.93,89.84,90.57,243036257,0,88.53,90.48,1.00
7.05.2009,00:00,91.68,92.20,90.61,92.14,291940993,0,89.51,91.66,1.00
8.05.2009,00:00,93.01,93.15,90.28,90.86,317800496,0,90.58,91.83,1.00
9.05.2009,00:00,92.03,93.22,91.44,92.98,299081637,0,91.20,92.42,1.00
12.05.2009,00:00,91.70,92.11,91.04,91.24,247923537,0,91.81,91.52,0.00
13.05.2009,00:00,91.63,91.83,89.85,90.97,282431248,0,91.67,91.07,0.00
14.05.2009,00:00,89.74,90.01,88.50,88.68,269619034,0,91.37,89.23,-1.00
15.05.2009,00:00,88.72,90.12,88.50,89.44,260098610,0,90.30,89.19,0.00
16.05.2009,00:00,89.37,90.00,88.15,88.71,271502644,0,89.75,89.06,0.00
19.05.2009,00:00,89.55,91.34,89.37,91.23,242217264,0,89.40,90.37,1.00
20.05.2009,00:00,91.18,91.97,90.81,91.12,206102165,0,89.89,91.27,1.00
21.05.2009,00:00,91.95,92.80,90.41,90.51,285898129,0,90.58,91.42,1.00
22.05.2009,00:00,89.46,89.80,88.26,89.21,258988348,0,91.00,89.18,-1.00
23.05.2009,00:00,89.46,90.00,88.68,89.02,166811890,0,90.09,89.29,-1.00
27.05.2009,00:00,88.36,91.56,88.32,91.30,236318435,0,89.69,89.89,0.00
28.05.2009,00:00,91.44,91.75,89.53,89.67,246313516,0,89.79,90.60,0.00
29.05.2009,00:00,90.46,91.34,89.10,90.92,289094940,0,90.19,90.45,1.00
30.05.2009,00:00,91.42,93.17,90.68,92.53,258641403,0,90.32,91.95,1.00
2.06.2009,00:00,93.67,95.17,93.43,94.43,276246736,0,91.14,94.17,1.00
3.06.2009,00:00,94.40,95.37,94.16,94.85,230874413,0,92.66,94.69,1.00
4.06.2009,00:00,94.04,94.13,92.76,93.65,235403909,0,93.68,93.65,0.00
5.06.2009,00:00,94.00,94.67,93.30,94.53,210102279,0,93.66,94.13,1.00
6.06.2009,00:00,95.49,95.67,93.80,94.55,284257858,0,93.89,94.88,1.00
9.06.2009,00:00,93.84,95.10,93.04,94.16,238565101,0,94.39,94.03,0.00
10.06.2009,00:00,94.69,95.14,94.02,94.64,225125447,0,94.21,94.62,1.00
11.06.2009,00:00,95.48,95.49,93.19,94.40,296100341,0,94.42,94.64,1.00
12.06.2009,00:00,94.58,96.11,94.56,94.82,275414130,0,94.53,95.02,1.00
13.06.2009,00:00,94.40,95.14,94.00,95.08,184372990,0,94.77,94.66,0.00
16.06.2009,00:00,93.96,94.02,92.40,92.90,224190426,0,94.71,93.32,-1.00
17.06.2009,00:00,93.23,93.29,91.58,91.64,227318999,0,94.02,92.44,-1.00
18.06.2009,00:00,91.60,92.33,90.83,91.55,223445332,0,93.23,91.58,-1.00
19.06.2009,00:00,91.69,92.67,91.25,92.22,211725057,0,92.40,91.96,-1.00
20.06.2009,00:00,92.58,92.70,91.52,92.04,215655554,0,92.18,92.21,0.00
23.06.2009,00:00,91.14,91.19,89.25,89.28,251913590,0,92.19,90.22,-1.00
24.06.2009,00:00,89.47,89.88,88.85,89.35,188309715,0,91.20,89.39,-1.00
25.06.2009,00:00,90.16,91.08,89.60,90.12,211577613,0,90.30,90.24,-1.00
26.06.2009,00:00,89.67,92.17,89.57,92.08,279410908,0,90.27,90.87,0.00
27.06.2009,00:00,91.77,92.24,91.27,91.84,167606731,0,90.57,91.78,0.00
30.06.2009,00:00,92.11,92.82,91.60,92.70,168481226,0,91.18,92.31,1.00
1.07.2009,00:00,92.72,93.06,91.27,91.95,228888184,0,91.74,92.25,0.00
2.07.2009,00:00,92.34,93.23,92.21,92.33,173041091,0,92.00,92.53,1.00
3.07.2009,00:00,91.13,91.16,89.76,89.81,212315154,0,92.26,90.47,-1.00
7.07.2009,00:00,88.94,89.93,88.66,89.80,174499587,0,91.36,89.33,-1.00
8.07.2009,00:00,89.71,89.82,88.00,88.06,197088848,0,90.35,88.90,-1.00
9.07.2009,00:00,88.59,88.80,87.00,88.00,248050486,0,89.62,88.10,-1.00
10.07.2009,00:00,88.61,88.90,87.91,88.17,163777534,0,88.86,88.40,-1.00
11.07.2009,00:00,87.70,88.49,87.35,87.96,173520274,0,88.63,87.87,-1.00
14.07.2009,00:00,88.31,90.17,87.59,90.10,217413403,0,88.25,89.04,0.00
15.07.2009,00:00,90.38,90.69,89.73,90.61,181555369,0,88.65,90.35,1.00
16.07.2009,00:00,91.81,93.51,91.68,93.26,220877822,0,89.50,92.56,1.00
17.07.2009,00:00,93.00,94.51,92.82,94.16,231174490,0,91.03,93.62,1.00
18.07.2009,00:00,94.06,94.32,93.54,94.13,138561667,0,92.33,94.01,1.00
21.07.2009,00:00,94.68,95.29,94.19,95.13,164179393,0,93.17,94.82,1.00
22.07.2009,00:00,95.87,95.90,94.42,95.57,217718237,0,94.00,95.44,1.00
23.07.2009,00:00,94.96,96.13,94.89,95.55,196067554,0,94.72,95.38,1.00
24.07.2009,00:00,95.61,98.08,95.53,97.66,258795486,0,95.05,96.72,1.00
25.07.2009,00:00,97.20,98.14,96.69,98.06,154003013,0,95.89,97.52,1.00
28.07.2009,00:00,97.88,98.40,97.34,98.35,159259390,0,96.70,97.99,1.00
29.07.2009,00:00,97.66,98.37,97.06,97.89,186685697,0,97.35,97.75,1.00
30.07.2009,00:00,97.44,98.09,96.98,97.65,194399284,0,97.55,97.54,0.00
31.07.2009,00:00,98.83,99.83,98.60,98.67,225575365,0,97.54,98.98,1.00
1.08.2009,00:00,98.65,99.47,98.38,98.81,207357955,0,98.26,98.83,1.00
4.08.2009,00:00,99.85,100.53,99.31,100.44,175776845,0,98.55,100.03,1.00
5.08.2009,00:00,99.99,100.84,99.78,100.70,176714531,0,99.29,100.33,1.00
6.08.2009,00:00,100.77,100.86,99.58,100.41,184726382,0,99.81,100.41,1.00
7.08.2009,00:00,100.87,101.02,99.42,99.89,193203766,0,100.11,100.30,1.00
8.08.2009,00:00,100.94,102.03,100.39,101.20,220684347,0,100.20,101.14,1.00
11.08.2009,00:00,100.74,101.22,100.27,100.99,130898603,0,100.67,100.81,1.00
12.08.2009,00:00,100.54,100.61,99.46,99.73,157300973,0,100.74,100.08,-1.00
13.08.2009,00:00,99.56,101.56,99.51,100.80,219052366,0,100.41,100.36,0.00
14.08.2009,00:00,101.26,101.61,100.26,101.57,176449495,0,100.38,101.18,1.00
15.08.2009,00:00,101.52,101.60,99.70,100.79,199691264,0,100.78,100.90,1.00
18.08.2009,00:00,98.85,98.95,98.11,98.31,237892610,0,100.84,98.56,-1.00
19.08.2009,00:00,98.53,99.44,98.35,99.09,173461411,0,99.70,98.85,-1.00
20.08.2009,00:00,98.31,100.30,98.21,99.96,192812731,0,99.28,99.19,-1.00
21.08.2009,00:00,100.09,101.22,99.87,100.99,174131266,0,99.24,100.54,0.00
22.08.2009,00:00,101.82,103.13,101.62,102.97,224604936,0,99.89,102.39,1.00
25.08.2009,00:00,103.39,103.95,102.59,102.96,191278805,0,101.14,103.22,1.00
26.08.2009,00:00,103.37,104.26,102.94,103.16,215310557,0,102.18,103.43,1.00
27.08.2009,00:00,102.84,103.64,102.49,103.17,194620649,0,102.81,103.04,1.00
28.08.2009,00:00,103.11,103.72,101.94,103.40,196230012,0,102.92,103.04,1.00
29.08.2009,00:00,104.23,104.35,102.67,103.38,147024385,0,102.98,103.66,1.00
1.09.2009,00:00,102.37,102.58,101.79,102.46,176051535,0,103.32,102.30,0.00
2.09.2009,00:00,101.95,103.24,99.99,100.20,321276728,0,102.81,101.35,0.00
3.09.2009,00:00,99.78,100.44,99.57,99.82,171804979,0,102.08,99.90,0.00
4.09.2009,00:00,100.40,100.77,99.59,100.65,143572281,0,100.99,100.35,0.00
5.09.2009,00:00,100.85,102.09,100.55,102.06,142687808,0,100.67,101.39,1.00
9.09.2009,00:00,103.00,103.05,102.39,102.94,132909024,0,101.03,102.85,1.00
10.09.2009,00:00,103.12,104.08,102.80,103.73,154612484,0,101.94,103.43,1.00
11.09.2009,00:00,103.80,104.86,103.22,104.79,162902370,0,102.68,104.17,1.00
12.09.2009,00:00,104.99,105.30,104.28,104.77,152383638,0,103.43,104.83,1.00
15.09.2009,00:00,103.88,105.46,103.70,105.28,149593734,0,104.13,104.58,1.00
16.09.2009,00:00,105.45,106.11,104.76,105.72,196795897,0,104.36,105.51,1.00
17.09.2009,00:00,106.10,107.34,105.73,107.32,206406229,0,104.93,106.62,1.00
18.09.2009,00:00,107.17,108.06,106.57,107.16,229170848,0,105.78,107.24,1.00
19.09.2009,00:00,107.15,107.16,106.36,106.72,153799032,0,106.51,106.85,1.00
22.09.2009,00:00,105.89,106.72,105.66,106.45,151891981,0,106.68,106.18,0.00
23.09.2009,00:00,107.08,107.37,106.60,107.07,143126642,0,106.43,107.03,1.00
24.09.2009,00:00,107.32,108.03,105.99,106.18,225947337,0,106.73,106.88,1.00
25.09.2009,00:00,106.41,106.64,104.55,105.01,228636708,0,106.80,105.65,-1.00
26.09.2009,00:00,104.78,105.36,104.09,104.45,204058931,0,106.23,104.67,-1.00
29.09.2009,00:00,104.85,106.55,104.83,106.32,118285775,0,105.45,105.64,1.00
30.09.2009,00:00,106.51,107.02,105.78,106.00,133733834,0,105.54,106.33,1.00
1.10.2009,00:00,106.36,106.46,104.62,105.59,254382968,0,105.94,105.76,-1.00
2.10.2009,00:00,105.34,105.73,102.95,103.00,281840568,0,105.85,104.26,-1.00
3.10.2009,00:00,102.02,103.10,101.99,102.49,224748757,0,105.05,102.40,-1.00
6.10.2009,00:00,102.90,104.32,102.60,104.02,149874949,0,103.73,103.46,-1.00
