Date,Time,Open,High,Low,Close,Vol,OI,HA 1,HA 2,State
21.09.2002,00:00,84.92,85.20,84.05,84.35,46326200,0,86.95,84.63,-1.00
24.09.2002,00:00,83.65,84.06,82.69,83.66,46913200,0,85.79,83.52,-1.00
25.09.2002,00:00,82.44,83.65,81.85,82.31,69598900,0,84.65,82.56,-1.00
26.09.2002,00:00,83.37,84.77,82.04,84.35,59297300,0,83.61,83.63,0.00
27.09.2002,00:00,85.02,85.97,84.45,85.73,53672400,0,83.62,85.29,0.00
28.09.2002,00:00,85.00,85.63,82.75,82.75,64778400,0,84.46,84.03,-1.00
1.10.2002,00:00,82.00,82.80,80.01,81.79,73096500,0,84.24,81.65,-1.00
2.10.2002,00:00,82.43,85.77,81.47,85.72,67278500,0,82.95,83.85,0.00
3.10.2002,00:00,84.69,85.53,82.60,83.15,56850900,0,83.40,83.99,0.00
4.10.2002,00:00,83.14,84.60,81.95,82.31,55568900,0,83.69,83.00,-1.00
5.10.2002,00:00,82.80,82.92,79.58,80.80,68725100,0,83.35,81.53,-1.00
8.10.2002,00:00,80.06,81.20,78.55,79.13,53217600,0,82.44,79.73,-1.00
9.10.2002,00:00,79.81,81.31,78.20,80.37,79535200,0,81.09,79.92,-1.00
10.10.2002,00:00,79.09,79.70,77.78,78.10,79918900,0,80.50,78.67,-1.00
11.10.2002,00:00,77.94,81.07,77.07,80.63,76784800,0,79.59,79.18,-1.00
12.10.2002,00:00,82.10,84.73,81.82,84.16,82323000,0,79.38,83.20,1.00
15.10.2002,00:00,83.20,84.85,83.04,84.63,40644700,0,81.29,83.93,1.00
16.10.2002,00:00,86.99,88.72,86.85,88.70,82460100,0,82.61,87.81,1.00
17.10.2002,00:00,87.41,87.80,85.92,86.55,63588600,0,85.21,86.92,1.00
18.10.2002,00:00,88.87,89.30,87.85,88.27,68608100,0,86.07,88.57,1.00
19.10.2002,00:00,87.65,89.11,86.93,88.64,47563900,0,87.32,88.08,1.00
22.10.2002,00:00,88.12,90.50,87.57,90.17,45977500,0,87.70,89.09,1.00
23.10.2002,00:00,89.05,90.01,88.52,89.52,41217400,0,88.40,89.28,1.00
24.10.2002,00:00,88.77,90.27,87.68,90.20,55128700,0,88.84,89.23,1.00
25.10.2002,00:00,90.75,90.90,88.10,88.36,55306000,0,89.03,89.53,1.00
26.10.2002,00:00,88.21,90.39,87.94,90.20,43735200,0,89.28,89.18,0.00
29.10.2002,00:00,91.15,91.29,88.85,89.61,39428500,0,89.23,90.22,1.00
30.10.2002,00:00,89.08,89.49,87.00,88.57,59535800,0,89.73,88.53,-1.00
31.10.2002,00:00,88.68,89.96,88.23,89.43,41707400,0,89.13,89.08,0.00
1.11.2002,00:00,89.66,90.30,88.19,88.52,41623000,0,89.10,89.17,1.00
2.11.2002,00:00,88.35,90.82,88.05,90.27,51905100,0,89.14,89.37,1.00
5.11.2002,00:00,91.80,92.94,90.90,91.13,49084800,0,89.25,91.69,1.00
6.11.2002,00:00,90.84,92.07,90.84,91.85,37291500,0,90.47,91.40,1.00
7.11.2002,00:00,92.48,93.07,90.79,93.04,65347600,0,90.94,92.35,1.00
8.11.2002,00:00,92.02,92.22,90.22,90.76,51582000,0,91.64,91.31,0.00
9.11.2002,00:00,90.53,91.57,89.52,89.65,37911900,0,91.47,90.32,0.00
12.11.2002,00:00,89.51,89.56,87.80,88.26,33598500,0,90.90,88.78,-1.00
13.11.2002,00:00,88.66,89.93,88.37,88.96,37775500,0,89.84,88.98,-1.00
14.11.2002,00:00,88.32,89.75,87.45,89.05,63916100,0,89.41,88.64,-1.00
15.11.2002,00:00,90.07,91.00,89.75,90.73,31988900,0,89.03,90.39,0.00
16.11.2002,00:00,90.00,91.55,89.95,91.40,39166800,0,89.71,90.72,1.00
19.11.2002,00:00,92.15,92.15,90.35,90.48,29019400,0,90.22,91.28,1.00
20.11.2002,00:00,90.02,91.10,89.76,90.33,32814800,0,90.75,90.30,-1.00
21.11.2002,00:00,89.98,92.42,89.95,92.37,36823200,0,90.53,91.18,1.00
22.11.2002,00:00,92.60,94.19,92.43,94.09,55172500,0,90.85,93.33,1.00
23.11.2002,00:00,93.48,94.27,93.27,93.42,32515000,0,92.09,93.61,1.00
26.11.2002,00:00,93.43,94.26,92.77,93.48,34060600,0,92.85,93.48,1.00
27.11.2002,00:00,93.07,93.45,91.62,91.70,42290400,0,93.17,92.46,0.00
28.11.2002,00:00,92.52,94.65,92.43,94.28,37775300,0,92.81,93.47,1.00
30.11.2002,00:00,94.80,94.95,93.77,93.98,19385700,0,93.14,94.38,1.00
3.12.2002,00:00,95.47,96.05,93.22,94.13,49798600,0,93.76,94.72,1.00
4.12.2002,00:00,93.25,93.40,92.35,92.87,34434200,0,94.24,92.97,-1.00
5.12.2002,00:00,91.77,93.14,91.43,92.45,64151000,0,93.60,92.20,0.00
6.12.2002,00:00,92.70,92.80,91.10,91.43,36825300,0,92.90,92.01,0.00
7.12.2002,00:00,90.12,92.17,89.98,92.03,50132600,0,92.45,91.08,-1.00
10.12.2002,00:00,91.07,91.46,89.48,89.50,36888500,0,91.76,90.38,-1.00
11.12.2002,00:00,90.02,91.10,89.76,90.70,33451700,0,91.07,90.39,-1.00
12.12.2002,00:00,90.42,91.62,90.16,90.78,39207900,0,90.73,90.75,0.00
13.12.2002,00:00,91.20,91.49,90.20,90.77,34486300,0,90.74,90.92,0.00
14.12.2002,00:00,89.91,90.48,89.27,89.34,36877700,0,90.83,89.75,-1.00
17.12.2002,00:00,89.82,91.79,89.66,91.65,37119500,0,90.29,90.73,0.00
18.12.2002,00:00,91.37,91.74,90.74,90.85,32405800,0,90.51,91.18,0.00
19.12.2002,00:00,90.32,90.40,89.33,89.80,35651300,0,90.84,89.96,-1.00
20.12.2002,00:00,89.35,90.70,88.60,89.16,39293300,0,90.40,89.45,-1.00
21.12.2002,00:00,89.20,90.02,89.10,89.99,31183500,0,89.93,89.58,-1.00
24.12.2002,00:00,89.59,90.47,89.31,90.02,22645500,0,89.75,89.85,0.00
25.12.2002,00:00,89.59,89.86,89.25,89.35,10937000,0,89.80,89.51,-1.00
27.12.2002,00:00,89.70,90.61,88.84,89.39,17490000,0,89.66,89.64,-1.00
28.12.2002,00:00,88.96,89.29,87.38,87.38,22213100,0,89.65,88.25,-1.00
31.12.2002,00:00,87.79,88.47,87.22,88.11,29972300,0,88.95,87.90,-1.00
1.01.2003,00:00,87.99,88.43,87.11,88.23,34038300,0,88.42,87.94,-1.00
3.01.2003,00:00,88.85,91.30,88.54,91.07,44645400,0,88.18,89.94,1.00
4.01.2003,00:00,90.91,91.38,90.50,91.35,32227900,0,89.06,91.03,1.00
7.01.2003,00:00,91.24,93.49,91.17,92.96,41009800,0,90.05,92.21,1.00
8.01.2003,00:00,92.90,93.37,92.20,92.73,38656800,0,91.13,92.80,1.00
9.01.2003,00:00,92.20,92.40,91.05,91.39,38739700,0,91.97,91.76,0.00
10.01.2003,00:00,91.82,93.18,91.41,92.81,34858800,0,91.86,92.31,1.00
11.01.2003,00:00,91.95,93.64,91.80,93.06,37773300,0,92.08,92.61,1.00
14.01.2003,00:00,93.54,93.86,92.44,93.03,31676800,0,92.35,93.22,1.00
15.01.2003,00:00,92.69,93.49,92.41,93.33,30924700,0,92.78,92.98,1.00
16.01.2003,00:00,93.54,93.57,91.91,92.40,33543000,0,92.88,92.85,0.00
17.01.2003,00:00,92.50,92.93,91.45,92.02,45381800,0,92.87,92.22,-1.00
18.01.2003,00:00,90.99,91.34,90.15,90.66,35622700,0,92.55,90.78,-1.00
22.01.2003,00:00,90.87,90.92,88.95,89.25,42376400,0,91.67,90.00,-1.00
23.01.2003,00:00,88.77,89.32,88.00,88.17,42816000,0,90.83,88.56,-1.00
24.01.2003,00:00,88.75,89.38,87.95,88.71,56082000,0,89.70,88.70,-1.00
25.01.2003,00:00,88.59,88.68,86.17,86.38,68703000,0,89.20,87.45,-1.00
28.01.2003,00:00,85.73,86.80,84.50,85.20,58297300,0,88.33,85.56,-1.00
29.01.2003,00:00,85.63,86.40,85.13,85.83,46965300,0,86.94,85.75,-1.00
30.01.2003,00:00,85.44,87.18,84.77,86.48,53780800,0,86.34,85.97,-1.00
31.01.2003,00:00,86.79,86.88,84.40,84.43,49886700,0,86.16,85.63,-1.00
1.02.2003,00:00,84.15,86.21,84.15,86.06,55323600,0,85.89,85.14,-1.00
4.02.2003,00:00,86.14,86.81,85.92,86.23,39799900,0,85.52,86.28,1.00
5.02.2003,00:00,85.31,85.75,84.30,85.38,43762600,0,85.90,85.19,-1.00
6.02.2003,00:00,85.75,86.54,84.48,84.85,55304300,0,85.54,85.41,-1.00
7.02.2003,00:00,84.37,84.89,83.65,84.45,53664400,0,85.47,84.34,-1.00
8.02.2003,00:00,84.91,84.99,82.97,83.42,43170200,0,84.91,84.07,-1.00
11.02.2003,00:00,83.46,84.13,82.65,84.01,45476500,0,84.49,83.56,-1.00
12.02.2003,00:00,84.37,84.70,82.83,83.43,46887400,0,84.03,83.83,-1.00
13.02.2003,00:00,83.16,83.62,82.09,82.10,35929500,0,83.93,82.74,-1.00
14.02.2003,00:00,82.15,82.66,81.00,82.35,58073500,0,83.34,82.04,-1.00
15.02.2003,00:00,82.37,84.20,81.82,84.15,59590200,0,82.69,83.14,0.00
19.02.2003,00:00,84.53,85.80,84.49,85.63,39527000,0,82.91,85.11,1.00
20.02.2003,00:00,85.32,85.47,84.28,85.18,31441500,0,84.01,85.06,1.00
21.02.2003,00:00,85.21,85.42,84.05,84.33,29300500,0,84.54,84.75,0.00
22.02.2003,00:00,84.38,85.74,83.46,85.18,60965300,0,84.64,84.69,0.00
25.02.2003,00:00,84.93,85.00,83.59,83.80,30703600,0,84.67,84.33,0.00
26.02.2003,00:00,82.95,84.49,82.22,84.47,56927400,0,84.50,83.53,0.00
27.02.2003,00:00,84.02,84.53,83.08,83.24,37808200,0,84.02,83.72,0.00
28.02.2003,00:00,83.70,84.75,83.16,84.34,51834200,0,83.87,83.99,1.00
1.03.2003,00:00,84.47,85.23,84.16,84.90,43891400,0,83.93,84.69,1.00
4.03.2003,00:00,85.26,85.78,83.72,84.09,42942600,0,84.31,84.71,1.00
5.03.2003,00:00,83.95,84.01,82.65,82.75,31481900,0,84.51,83.34,-1.00
6.03.2003,00:00,82.61,83.54,82.36,83.45,44110700,0,83.93,82.99,-1.00
7.03.2003,00:00,82.87,83.52,82.47,82.75,41469400,0,83.46,82.90,-1.00
8.03.2003,00:00,81.61,83.50,81.43,83.38,63584700,0,83.18,82.48,-1.00
11.03.2003,00:00,82.60,82.86,81.10,81.32,41077700,0,82.83,81.97,-1.00
12.03.2003,00:00,81.48,82.00,80.48,80.52,48128900,0,82.40,81.12,-1.00
13.03.2003,00:00,80.38,81.10,79.38,81.06,62483800,0,81.76,80.48,-1.00
14.03.2003,00:00,82.18,83.91,81.53,83.86,72199000,0,81.12,82.87,1.00
15.03.2003,00:00,84.20,84.77,83.35,84.13,63965400,0,82.00,84.11,1.00
18.03.2003,00:00,83.46,86.95,83.22,86.78,88316900,0,83.05,85.10,1.00
19.03.2003,00:00,87.15,87.35,86.28,87.29,51094700,0,84.08,87.02,1.00
20.03.2003,00:00,87.28,88.16,86.68,87.96,49668600,0,85.55,87.52,1.00
21.03.2003,00:00,87.33,88.59,86.35,88.15,67479700,0,86.53,87.60,1.00
22.03.2003,00:00,88.80,89.88,87.93,89.67,71267000,0,87.07,89.07,1.00
25.03.2003,00:00,88.02,88.14,86.35,86.69,65434500,0,88.07,87.30,0.00
26.03.2003,00:00,86.74,88.26,86.44,87.52,61190500,0,87.68,87.24,0.00
27.03.2003,00:00,87.56,87.85,86.80,87.08,45772400,0,87.46,87.32,0.00
28.03.2003,00:00,86.40,87.66,85.99,87.15,53294500,0,87.39,86.80,0.00
29.03.2003,00:00,86.47,87.28,86.25,86.71,32604600,0,87.10,86.68,0.00
1.04.2003,00:00,85.35,86.05,84.52,84.74,60802300,0,86.89,85.17,0.00
2.04.2003,00:00,85.25,86.39,84.91,86.04,53914800,0,86.03,85.65,0.00
3.04.2003,00:00,87.54,88.77,87.50,88.12,50507800,0,85.84,87.98,1.00
4.04.2003,00:00,88.87,88.99,87.65,87.70,49028500,0,86.91,88.30,1.00
5.04.2003,00:00,88.43,88.59,87.62,88.22,36262500,0,87.61,88.22,1.00
8.04.2003,00:00,90.34,90.85,87.97,88.05,69833100,0,87.91,89.30,1.00
9.04.2003,00:00,88.30,88.65,87.71,88.19,39753900,0,88.61,88.21,0.00
10.04.2003,00:00,88.36,89.10,86.77,87.03,55693900,0,88.41,87.81,-1.00
11.04.2003,00:00,87.07,87.63,86.54,87.51,42155800,0,88.11,87.19,0.00
12.04.2003,00:00,88.19,88.70,86.86,87.15,47738800,0,87.65,87.72,1.00
15.04.2003,00:00,87.47,89.00,87.00,88.95,36967900,0,87.69,88.11,1.00
16.04.2003,00:00,88.98,89.78,88.42,89.78,49989400,0,87.90,89.24,1.00
17.04.2003,00:00,89.91,90.06,88.03,88.25,51820400,0,88.57,89.06,1.00
18.04.2003,00:00,88.35,89.72,88.19,89.56,37487600,0,88.82,88.95,1.00
22.04.2003,00:00,89.85,90.16,89.06,89.65,32085800,0,88.89,89.68,1.00
23.04.2003,00:00,89.10,91.56,88.89,91.34,59870000,0,89.28,90.22,1.00
24.04.2003,00:00,91.60,92.35,91.24,92.18,44254100,0,89.75,91.84,1.00
25.04.2003,00:00,91.53,92.08,90.96,91.36,50038400,0,90.80,91.48,1.00
26.04.2003,00:00,91.30,91.47,90.02,90.23,43926700,0,91.14,90.75,0.00
29.04.2003,00:00,90.44,92.19,90.30,91.79,46471900,0,90.95,91.18,1.00
30.04.2003,00:00,92.14,92.80,91.40,91.79,52347400,0,91.06,92.03,1.00
1.05.2003,00:00,91.93,92.57,91.41,91.91,48919400,0,91.55,91.95,1.00
2.05.2003,00:00,91.92,92.38,90.50,91.90,50419000,0,91.75,91.68,0.00
3.05.2003,00:00,91.56,93.47,91.49,93.21,50239900,0,91.71,92.43,1.00
6.05.2003,00:00,93.47,93.78,92.76,93.03,35456200,0,92.07,93.26,1.00
7.05.2003,00:00,93.10,94.38,93.00,93.91,44587300,0,92.67,93.60,1.00
8.05.2003,00:00,93.42,94.14,92.97,93.39,41443000,0,93.13,93.48,1.00
9.05.2003,00:00,92.52,93.33,92.28,92.45,40774900,0,93.31,92.64,-1.00
10.05.2003,00:00,92.83,93.80,92.61,93.73,33653700,0,92.98,93.24,1.00
13.05.2003,00:00,93.50,95.12,93.28,94.88,35688500,0,93.11,94.19,1.00
14.05.2003,00:00,94.53,95.18,94.26,94.71,39299000,0,93.65,94.67,1.00
15.05.2003,00:00,95.10,95.24,93.91,94.51,32236900,0,94.16,94.69,1.00
16.05.2003,00:00,94.89,95.33,94.25,95.11,43939900,0,94.43,94.90,1.00
17.05.2003,00:00,94.89,95.45,94.26,94.87,38914500,0,94.66,94.87,1.00
20.05.2003,00:00,94.20,94.42,92.41,92.65,43242300,0,94.76,93.42,-1.00
21.05.2003,00:00,92.82,93.03,91.59,92.46,55457600,0,94.09,92.47,-1.00
22.05.2003,00:00,92.11,92.88,91.91,92.65,49859600,0,93.28,92.39,-1.00
23.05.2003,00:00,92.95,94.05,92.68,93.57,38463900,0,92.84,93.31,0.00
24.05.2003,00:00,93.53,93.98,93.14,93.57,26158600,0,93.07,93.56,0.00
28.05.2003,00:00,93.30,95.84,93.18,95.40,43739500,0,93.31,94.43,1.00
29.05.2003,00:00,95.85,96.47,95.43,95.67,37752100,0,93.87,95.86,1.00
30.05.2003,00:00,95.88,96.74,95.08,95.42,50982100,0,94.86,95.78,1.00
31.05.2003,00:00,95.96,97.09,95.77,96.95,52546300,0,95.32,96.44,1.00
3.06.2003,00:00,97.53,98.45,97.03,97.35,50711700,0,95.88,97.59,1.00
4.06.2003,00:00,97.15,97.84,96.85,97.75,39555300,0,96.74,97.40,1.00
5.06.2003,00:00,97.66,99.35,97.56,99.16,49443600,0,97.07,98.43,1.00
6.06.2003,00:00,98.58,99.65,98.27,99.65,46432100,0,97.75,99.04,1.00
7.06.2003,00:00,100.43,101.40,99.13,99.26,60401100,0,98.39,100.06,1.00
10.06.2003,00:00,98.78,99.10,97.77,98.25,38400100,0,99.22,98.47,0.00
11.06.2003,00:00,98.46,99.25,98.19,99.25,30120200,0,98.85,98.79,0.00
12.06.2003,00:00,99.16,100.39,98.71,100.30,37641900,0,98.82,99.64,1.00
13.06.2003,00:00,100.75,100.90,99.62,100.61,36491400,0,99.23,100.47,1.00
14.06.2003,00:00,100.70,100.75,98.95,99.56,48640800,0,99.85,99.99,1.00
17.06.2003,00:00,99.96,101.70,99.80,101.66,36422100,0,99.92,100.78,1.00
18.06.2003,00:00,102.07,102.18,101.23,101.66,36824400,0,100.35,101.79,1.00
19.06.2003,00:00,101.29,102.14,101.00,101.57,35552200,0,101.07,101.50,1.00
20.06.2003,00:00,101.64,101.73,99.84,100.02,43570700,0,101.28,100.81,0.00
21.06.2003,00:00,100.39,100.50,99.42,99.44,41554900,0,101.05,99.94,-1.00
24.06.2003,00:00,99.45,99.66,97.92,98.42,34344600,0,100.49,98.86,-1.00
25.06.2003,00:00,98.22,99.09,98.02,98.52,36237900,0,99.68,98.46,-1.00
26.06.2003,00:00,98.53,99.44,97.53,97.53,47864500,0,99.07,98.26,-1.00
27.06.2003,00:00,97.77,98.94,97.61,98.80,33552000,0,98.66,98.28,-1.00
28.06.2003,00:00,98.75,99.19,97.58,97.66,54216000,0,98.47,98.29,-1.00
1.07.2003,00:00,98.22,98.67,97.47,97.63,33865300,0,98.38,98.00,-1.00
2.07.2003,00:00,97.25,98.67,96.43,98.53,51418400,0,98.19,97.72,-1.00
3.07.2003,00:00,98.77,99.79,98.57,99.77,34679700,0,97.96,99.22,1.00
4.07.2003,00:00,99.07,99.85,97.90,98.74,30868400,0,98.59,98.89,0.00
8.07.2003,00:00,99.65,100.90,99.65,100.70,31432300,0,98.74,100.22,1.00
9.07.2003,00:00,100.50,101.29,100.17,101.15,33159700,0,99.48,100.78,1.00
10.07.2003,00:00,100.92,101.40,100.03,100.58,36632000,0,100.13,100.73,1.00
11.07.2003,00:00,99.84,100.04,98.63,99.30,49850500,0,100.43,99.45,-1.00
12.07.2003,00:00,99.39,100.45,99.39,100.24,40079100,0,99.94,99.87,0.00
15.07.2003,00:00,101.20,101.90,100.00,100.73,42157200,0,99.90,100.96,1.00
16.07.2003,00:00,101.38,101.46,99.95,100.51,63632700,0,100.43,100.82,1.00
17.07.2003,00:00,100.81,100.87,99.23,99.92,40217600,0,100.63,100.21,0.00
18.07.2003,00:00,99.15,99.58,98.16,98.50,48928600,0,100.42,98.85,-1.00
19.07.2003,00:00,99.02,99.80,98.46,99.51,35705800,0,99.63,99.20,0.00
22.07.2003,00:00,99.45,99.49,97.85,98.28,35142700,0,99.42,98.77,-1.00
23.07.2003,00:00,98.69,99.41,97.91,99.17,50010600,0,99.09,98.80,-1.00
24.07.2003,00:00,99.21,99.37,98.28,99.24,37302100,0,98.94,99.03,0.00
25.07.2003,00:00,99.99,100.34,98.37,98.49,41176100,0,98.98,99.30,0.00
26.07.2003,00:00,98.66,100.29,98.04,100.23,43329600,0,99.14,99.31,0.00
29.07.2003,00:00,100.38,100.49,99.67,99.86,34417000,0,99.22,100.10,0.00
30.07.2003,00:00,100.14,100.27,98.68,99.40,53571600,0,99.66,99.62,-1.00
31.07.2003,00:00,99.60,99.79,98.93,99.16,28428700,0,99.64,99.37,-1.00
1.08.2003,00:00,99.98,100.94,99.17,99.39,59123300,0,99.51,99.87,0.00
2.08.2003,00:00,99.19,99.29,98.24,98.51,49326900,0,99.69,98.81,-1.00
5.08.2003,00:00,98.31,99.00,97.00,98.51,55546900,0,99.25,98.20,-1.00
6.08.2003,00:00,98.41,98.76,96.34,96.42,61749600,0,98.73,97.48,-1.00
7.08.2003,00:00,96.69,98.06,96.42,96.98,51183600,0,98.10,97.04,-1.00
8.08.2003,00:00,97.17,98.07,96.76,98.00,43549000,0,97.57,97.50,-1.00
9.08.2003,00:00,98.32,98.55,97.76,98.28,27359700,0,97.54,98.23,0.00
12.08.2003,00:00,98.26,99.04,97.84,98.65,34638500,0,97.88,98.45,0.00
13.08.2003,00:00,98.71,99.59,98.42,99.55,43366600,0,98.16,99.07,1.00
14.08.2003,00:00,99.82,99.85,98.53,99.04,36158300,0,98.62,99.31,1.00
15.08.2003,00:00,99.10,99.75,98.45,99.31,36259400,0,98.96,99.15,0.00
16.08.2003,00:00,99.36,99.79,99.12,99.62,12567600,0,99.06,99.47,1.00
19.08.2003,00:00,99.93,100.60,99.74,100.48,22951800,0,99.27,100.19,1.00
20.08.2003,00:00,100.69,100.94,100.00,100.86,37460700,0,99.73,100.62,1.00
21.08.2003,00:00,100.29,100.89,100.16,100.45,23206200,0,100.17,100.45,1.00
22.08.2003,00:00,101.05,101.52,100.40,100.77,46553400,0,100.31,100.94,1.00
23.08.2003,00:00,101.75,101.82,99.73,99.77,52046700,0,100.62,100.77,1.00
26.08.2003,00:00,99.71,100.00,99.28,99.93,23495600,0,100.70,99.73,-1.00
27.08.2003,00:00,99.50,100.39,98.83,100.11,45084500,0,100.21,99.71,-1.00
28.08.2003,00:00,100.05,100.36,99.82,100.14,18987900,0,99.96,100.09,1.00
29.08.2003,00:00,100.40,101.00,99.66,100.76,27427400,0,100.03,100.46,1.00
30.08.2003,00:00,100.61,101.48,100.48,101.44,28721900,0,100.24,101.00,1.00
3.09.2003,00:00,101.64,102.88,101.05,102.80,50864300,0,100.62,102.09,1.00
4.09.2003,00:00,103.03,103.56,102.78,103.36,44927200,0,101.36,103.18,1.00
5.09.2003,00:00,103.10,103.55,102.76,103.41,28404900,0,102.27,103.20,1.00
6.09.2003,00:00,102.94,103.55,102.40,102.83,31656500,0,102.74,102.93,1.00
9.09.2003,00:00,103.04,103.88,102.93,103.68,32666300,0,102.83,103.38,1.00
10.09.2003,00:00,103.37,103.46,102.68,103.00,35084100,0,103.11,103.13,1.00
11.09.2003,00:00,102.54,102.77,101.55,101.96,45953600,0,103.12,102.21,0.00
12.09.2003,00:00,102.10,102.76,101.84,102.26,38801600,0,102.66,102.24,0.00
13.09.2003,00:00,101.91,102.64,101.35,102.45,42443200,0,102.45,102.09,0.00
16.09.2003,00:00,102.52,102.63,101.95,102.09,21321900,0,102.27,102.30,1.00
17.09.2003,00:00,102.23,103.64,102.17,103.58,37956300,0,102.28,102.91,1.00
18.09.2003,00:00,103.48,103.79,103.00,103.38,32073000,0,102.59,103.41,1.00
19.09.2003,00:00,103.40,104.70,103.20,104.60,30295300,0,103.00,103.97,1.00
20.09.2003,00:00,104.27,104.60,103.40,103.67,34385900,0,103.49,103.99,1.00
23.09.2003,00:00,102.85,102.96,102.03,102.55,36704300,0,103.74,102.60,-1.00
24.09.2003,00:00,102.59,103.29,102.36,102.94,32514100,0,103.17,102.80,0.00
25.09.2003,00:00,103.12,103.22,101.07,101.11,41720700,0,102.98,102.13,-1.00
26.09.2003,00:00,101.41,101.88,100.20,100.28,53188100,0,102.56,100.94,-1.00
27.09.2003,00:00,100.44,100.66,99.85,99.95,42916300,0,101.75,100.22,-1.00
30.09.2003,00:00,100.30,100.99,99.79,100.93,36793100,0,100.99,100.50,-1.00
1.10.2003,00:00,100.48,100.60,99.25,99.95,70777300,0,100.74,100.07,-1.00
2.10.2003,00:00,100.24,102.18,100.20,102.08,65806400,0,100.41,101.18,0.00
3.10.2003,00:00,101.93,102.56,101.63,102.45,44639600,0,100.79,102.14,1.00
4.10.2003,00:00,103.67,104.28,103.08,103.39,48822200,0,101.47,103.60,1.00
7.10.2003,00:00,103.48,103.99,103.20,103.86,20246500,0,102.54,103.63,1.00
8.10.2003,00:00,103.26,104.31,102.91,104.26,42636600,0,103.08,103.69,1.00
9.10.2003,00:00,104.33,104.39,103.41,104.00,30944800,0,103.38,104.03,1.00
10.10.2003,00:00,104.88,105.22,103.83,104.28,40100900,0,103.71,104.55,1.00
11.10.2003,00:00,104.27,104.60,103.91,104.57,22686200,0,104.13,104.34,1.00
14.10.2003,00:00,104.71,105.29,104.51,104.90,23830300,0,104.23,104.85,1.00
15.10.2003,00:00,104.80,105.43,104.36,105.27,38506000,0,104.54,104.97,1.00
16.10.2003,00:00,105.86,105.89,104.64,104.99,39893900,0,104.75,105.35,1.00
17.10.2003,00:00,104.68,105.73,104.65,105.41,32794000,0,105.05,105.12,1.00
18.10.2003,00:00,105.47,105.63,103.98,104.26,32802200,0,105.08,104.83,0.00
21.10.2003,00:00,104.45,105.04,103.94,105.04,27791200,0,104.96,104.62,0.00
22.10.2003,00:00,104.87,105.28,104.60,104.86,26768000,0,104.79,104.90,1.00
23.10.2003,00:00,104.03,104.19,103.19,103.54,34131200,0,104.85,103.74,-1.00
24.10.2003,00:00,102.89,103.95,102.84,103.35,46431100,0,104.29,103.26,-1.00
25.10.2003,00:00,102.83,103.58,102.18,103.58,51738800,0,103.77,103.04,-1.00
28.10.2003,00:00,103.74,104.18,103.27,103.63,32511400,0,103.41,103.71,0.00
29.10.2003,00:00,103.98,105.15,103.82,105.04,35036600,0,103.56,104.50,1.00
30.10.2003,00:00,104.77,105.43,104.69,105.18,30970400,0,104.03,105.02,1.00
31.10.2003,00:00,105.79,105.83,104.80,105.40,39153300,0,104.52,105.46,1.00
1.11.2003,00:00,105.40,105.74,105.22,105.30,25765300,0,104.99,105.42,1.00
4.11.2003,00:00,105.75,106.61,105.71,105.99,37605797,0,105.20,106.02,1.00
5.11.2003,00:00,105.99,106.27,105.58,105.76,31435465,0,105.61,105.90,1.00
6.11.2003,00:00,105.50,105.97,104.90,105.84,33661200,0,105.75,105.55,0.00
7.11.2003,00:00,105.60,106.44,105.10,106.40,28414000,0,105.65,105.89,1.00
8.11.2003,00:00,106.64,106.72,105.57,105.61,31737600,0,105.77,106.14,1.00
11.11.2003,00:00,105.74,105.84,105.01,105.18,25538500,0,105.95,105.44,0.00
12.11.2003,00:00,105.09,105.33,104.80,105.15,26809400,0,105.70,105.09,-1.00
13.11.2003,00:00,105.23,106.47,105.16,106.33,28064200,0,105.39,105.80,1.00
14.11.2003,00:00,106.01,106.54,105.78,106.36,29725100,0,105.60,106.17,1.00
15.11.2003,00:00,106.40,106.95,105.29,105.46,49163200,0,105.88,106.03,1.00
18.11.2003,00:00,104.91,105.14,104.04,104.93,44440700,0,105.95,104.76,-1.00
19.11.2003,00:00,105.24,105.45,103.70,103.84,41169200,0,105.35,104.56,-1.00
20.11.2003,00:00,104.03,105.01,103.92,104.72,29848600,0,104.96,104.42,-1.00
21.11.2003,00:00,104.02,105.24,103.75,103.78,53636400,0,104.69,104.20,-1.00
22.11.2003,00:00,104.24,104.33,103.62,104.21,30027800,0,104.44,104.10,-1.00
25.11.2003,00:00,104.68,105.78,104.68,105.59,28975000,0,104.27,105.18,1.00
26.11.2003,00:00,105.73,106.42,105.45,105.99,37583300,0,104.73,105.90,1.00
27.11.2003,00:00,106.42,106.45,105.39,106.37,33078800,0,105.31,106.16,1.00
29.11.2003,00:00,106.28,106.66,106.20,106.45,10507800,0,105.73,106.40,1.00
2.12.2003,00:00,106.85,107.68,106.80,107.60,38711000,0,106.07,107.23,1.00
3.12.2003,00:00,107.38,107.77,107.07,107.33,35371400,0,106.65,107.39,1.00
4.12.2003,00:00,107.65,108.08,107.07,107.16,39108800,0,107.02,107.49,1.00
5.12.2003,00:00,107.17,107.72,106.94,107.60,36097600,0,107.25,107.36,1.00
6.12.2003,00:00,107.15,107.52,106.62,106.85,28847100,0,107.31,107.04,0.00
9.12.2003,00:00,106.74,107.64,106.68,107.57,32499200,0,107.17,107.16,0.00
10.12.2003,00:00,107.90,107.93,106.54,106.74,43624700,0,107.16,107.28,1.00
